"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (EUR)","@ qty","Minimum Quantity","Packaging","Series","Type","Material - Core","Inductance","Tolerance","Current Rating","Current - Saturation","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Operating Temperature","Frequency - Test","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/nl4532.pdf","http://media.digikey.com/photos/TDK%20Photos/NL453232T-102J-PF.JPG","445-6424-1-ND","NL453232T-270J-PF","TDK Corporation","INDUCTOR SHIELD 27UH 5% 1812",2721,0,"0.39000",0,1,"Cut Tape (CT)","NL","Wirewound","-","27µH","±5%","170mA","-","Unshielded","3.6 Ohm Max","50 @ 2.52MHz","12MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/nl4532.pdf","http://media.digikey.com/photos/TDK%20Photos/NL453232T-102J-PF.JPG","445-6425-1-ND","NL453232T-271J-PF","TDK Corporation","INDUCTOR SHIELD 270UH 5% 1812",2782,0,"0.39000",0,1,"Cut Tape (CT)","NL","Wirewound","-","270µH","±5%","92mA","-","Unshielded","12 Ohm Max","40 @ 796kHz","4MHz","-40°C ~ 105°C","796kHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/nl4532.pdf","http://media.digikey.com/photos/TDK%20Photos/NL453232T-102J-PF.JPG","445-6426-1-ND","NL453232T-2R2J-PF","TDK Corporation","INDUCTOR SHIELD 2.2UH 5% 1812",2491,0,"0.39000",0,1,"Cut Tape (CT)","NL","Wirewound","-","2.2µH","±5%","380mA","-","Unshielded","700 mOhm Max","50 @ 7.96MHz","55MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/nl4532.pdf","http://media.digikey.com/photos/TDK%20Photos/NL453232T-102J-PF.JPG","445-6439-1-ND","NL453232T-5R6J-PF","TDK Corporation","INDUCTOR SHIELD 5.6UH 5% 1812",2186,0,"0.39000",0,1,"Cut Tape (CT)","NL","Wirewound","-","5.6µH","±5%","300mA","-","Unshielded","1.1 Ohm Max","50 @ 7.96MHz","33MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/nl4532.pdf","http://media.digikey.com/photos/TDK%20Photos/NL453232T-102J-PF.JPG","445-6440-1-ND","NL453232T-680J-PF","TDK Corporation","INDUCTOR SHIELD 68UH 5% 1812",2421,0,"0.39000",0,1,"Cut Tape (CT)","NL","Wirewound","-","68µH","±5%","130mA","-","Unshielded","6 Ohm Max","50 @ 2.52MHz","9MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/nl4532.pdf","http://media.digikey.com/photos/TDK%20Photos/NL453232T-102J-PF.JPG","445-6441-1-ND","NL453232T-681J-PF","TDK Corporation","INDUCTOR SHIELD 680UH 5% 1812",2790,0,"0.39000",0,1,"Cut Tape (CT)","NL","Wirewound","-","680µH","±5%","50mA","-","Unshielded","30 Ohm Max","30 @ 796kHz","3MHz","-40°C ~ 105°C","796kHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/nl4532.pdf","http://media.digikey.com/photos/TDK%20Photos/NL453232T-102J-PF.JPG","445-6442-1-ND","NL453232T-6R8J-PF","TDK Corporation","INDUCTOR SHIELD 6.8UH 5% 1812",2282,0,"0.39000",0,1,"Cut Tape (CT)","NL","Wirewound","-","6.8µH","±5%","285mA","-","Unshielded","1.2 Ohm Max","50 @ 7.96MHz","27MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/nl4532.pdf","http://media.digikey.com/photos/TDK%20Photos/NL453232T-102J-PF.JPG","445-6416-1-ND","NL453232T-180J-PF","TDK Corporation","INDUCTOR SHIELD 18UH 5% 1812",1627,0,"0.39000",0,1,"Cut Tape (CT)","NL","Wirewound","-","18µH","±5%","190mA","-","Unshielded","2.8 Ohm Max","50 @ 2.52MHz","15MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nl_02.pdf","http://media.digikey.com/Photos/TDK%20Photos/NLFC453232T-100K-PF.jpg","445-6466-1-ND","NLFC453232T-220K-PF","TDK Corporation","INDUCTOR SHIELD 22UH 10% 1812",5176,0,"0.58000",0,1,"Cut Tape (CT)","NLFC","Wirewound","-","22µH","±10%","170mA","-","Shielded","460 mOhm","10 @ 2.52MHz","18MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nl_02.pdf","http://media.digikey.com/Photos/TDK%20Photos/NLFC453232T-100K-PF.jpg","445-6473-1-ND","NLFC453232T-4R7M-PF","TDK Corporation","INDUCTOR SHIELD 4.7UH 20% 1812",4694,0,"0.58000",0,1,"Cut Tape (CT)","NLFC","Wirewound","-","4.7µH","±20%","400mA","-","Shielded","100 mOhm","10 @ 7.96MHz","35MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nl_02.pdf","http://media.digikey.com/Photos/TDK%20Photos/NLFC453232T-100K-PF.jpg","445-6464-1-ND","NLFC453232T-1R0M-PF","TDK Corporation","INDUCTOR SHIELD 1.0UH 20% 1812",4339,0,"0.58000",0,1,"Cut Tape (CT)","NLFC","Wirewound","-","1µH","±20%","800mA","-","Shielded","50 mOhm","10 @ 7.96MHz","200MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nl_02.pdf","http://media.digikey.com/Photos/TDK%20Photos/NLFC453232T-100K-PF.jpg","445-6461-1-ND","NLFC453232T-101K-PF","TDK Corporation","INDUCTOR SHIELD 100UH 10% 1812",2778,0,"0.58000",0,1,"Cut Tape (CT)","NLFC","Wirewound","-","100µH","±10%","90mA","-","Shielded","1.7 Ohm","10 @ 796kHz","8MHz","-40°C ~ 105°C","796kHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nl_02.pdf","http://media.digikey.com/Photos/TDK%20Photos/NLFC453232T-100K-PF.jpg","445-6475-1-ND","NLFC453232T-6R8M-PF","TDK Corporation","INDUCTOR SHIELD 6.8UH 20% 1812",2791,0,"0.58000",0,1,"Cut Tape (CT)","NLFC","Wirewound","-","6.8µH","±20%","300mA","-","Shielded","140 mOhm","10 @ 7.96MHz","28MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nl_02.pdf","http://media.digikey.com/Photos/TDK%20Photos/NLFC453232T-100K-PF.jpg","445-6468-1-ND","NLFC453232T-2R2M-PF","TDK Corporation","INDUCTOR SHIELD 2.2UH 20% 1812",1743,0,"0.58000",0,1,"Cut Tape (CT)","NLFC","Wirewound","-","2.2µH","±20%","600mA","-","Shielded","70 mOhm","10 @ 7.96MHz","80MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLC4532%20SERIES.jpg","445-1963-1-ND","NLC453232T-390K-PF","TDK Corporation","INDUCTOR WW PWR 39UH 280MA 10%",2060,0,"0.38000",0,1,"Cut Tape (CT)","NLC","-","-","39µH","±10%","280mA","-","Unshielded","1.6 Ohm Max","10 @ 2.52MHz","12MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nl_02.pdf","http://media.digikey.com/Photos/TDK%20Photos/NLFC453232T-100K-PF.jpg","445-6469-1-ND","NLFC453232T-330K-PF","TDK Corporation","INDUCTOR SHIELD 33UH 10% 1812",1897,0,"0.58000",0,1,"Cut Tape (CT)","NLFC","Wirewound","-","33µH","±10%","140mA","-","Shielded","630 mOhm","10 @ 2.52MHz","14MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLC4532%20SERIES.jpg","445-1957-1-ND","NLC453232T-120K-PF","TDK Corporation","INDUCTOR WW PWR 12UH 500MA 10%",1500,0,"0.38000",0,1,"Cut Tape (CT)","NLC","-","-","12µH","±10%","500mA","-","Unshielded","600 mOhm Max","10 @ 2.52MHz","21MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLC4532%20SERIES.jpg","445-1965-1-ND","NLC453232T-560K-PF","TDK Corporation","INDUCTOR WW PWR 56UH 240MA 10%",1438,0,"0.38000",0,1,"Cut Tape (CT)","NLC","-","-","56µH","±10%","240mA","-","Unshielded","2.2 Ohm Max","10 @ 2.52MHz","11MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","0.134"" (3.40mm)","1812"
