"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (EUR)","@ qty","Minimum Quantity","Packaging","Series","Type","Material - Core","Inductance","Tolerance","Current Rating","Current - Saturation","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Operating Temperature","Frequency - Test","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3540-1-ND","NLC565050T-560K-PF","TDK Corporation","INDUCTOR POWER 56UH 310MA 2220",2303,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","56µH","±10%","310mA","-","Unshielded","1 Ohm Max","10 @ 2.52MHz","7.8MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/NL%20Series.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3657-1-ND","NL565050T-182J-PF","TDK Corporation","INDUCTOR 1.8MH 60MA 5% 2220",2208,0,"0.72000",0,1,"Cut Tape (CT)","NL","Wirewound","-","1.8mH","±5%","60mA","-","Unshielded","30 Ohm Max","30 @ 252kHz","1.3MHz","-40°C ~ 105°C","252kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/NL%20Series.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3666-1-ND","NL565050T-103J-PF","TDK Corporation","INDUCTOR 10MH 25MA 5% 2220",2097,0,"0.72000",0,1,"Cut Tape (CT)","NL","Wirewound","-","10mH","±5%","25mA","-","Unshielded","150 Ohm Max","20 @ 79.6kHz","500kHz","-40°C ~ 105°C","79.6kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3519-1-ND","NLC565050T-1R0K-PF","TDK Corporation","INDUCTOR POWER 1.0UH 1.8A 2220",2313,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","1µH","±10%","1.8A","-","Unshielded","30 mOhm Max","10 @ 7.96MHz","95MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/NL%20Series.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3655-1-ND","NL565050T-122J-PF","TDK Corporation","INDUCTOR 1.2MH 75MA 5% 2220",1469,0,"0.72000",0,1,"Cut Tape (CT)","NL","Wirewound","-","1.2mH","±5%","75mA","-","Unshielded","17 Ohm Max","30 @ 252kHz","1.5MHz","-40°C ~ 105°C","252kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/NL%20Series.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3662-1-ND","NL565050T-472J-PF","TDK Corporation","INDUCTOR 4.7MH 36MA 5% 2220",1501,0,"0.72000",0,1,"Cut Tape (CT)","NL","Wirewound","-","4.7mH","±5%","36mA","-","Unshielded","78 Ohm Max","30 @ 252kHz","900kHz","-40°C ~ 105°C","252kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3550-1-ND","NLC565050T-391K-PF","TDK Corporation","INDUCTOR POWER 390UH 130MA 2220",3859,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","390µH","±10%","130mA","-","Unshielded","5.8 Ohm Max","20 @ 796kHz","2.9MHz","-40°C ~ 105°C","796kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3535-1-ND","NLC565050T-220K-PF","TDK Corporation","INDUCTOR POWER 22UH 480MA 2220",3142,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","22µH","±10%","480mA","-","Unshielded","430 mOhm Max","10 @ 2.52MHz","13MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3554-1-ND","NLC565050T-821K-PF","TDK Corporation","INDUCTOR POWER 820UH 90MA 2220",2962,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","820µH","±10%","90mA","-","Unshielded","13 Ohm Max","20 @ 796kHz","2MHz","-40°C ~ 105°C","796kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3524-1-ND","NLC565050T-2R7K-PF","TDK Corporation","INDUCTOR POWER 2.7UH 1.2A 2220",1712,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","2.7µH","±10%","1.2A","-","Unshielded","70 mOhm Max","10 @ 7.96MHz","37MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3537-1-ND","NLC565050T-330K-PF","TDK Corporation","INDUCTOR POWER 33UH 400MA 2220",1903,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","33µH","±10%","400mA","-","Unshielded","620 mOhm Max","10 @ 2.52MHz","10.5MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3538-1-ND","NLC565050T-390K-PF","TDK Corporation","INDUCTOR POWER 39UH 370MA 2220",1742,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","39µH","±10%","370mA","-","Unshielded","720 mOhm Max","10 @ 2.52MHz","9.5MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3541-1-ND","NLC565050T-680K-PF","TDK Corporation","INDUCTOR POWER 68UH 290MA 2220",1636,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","68µH","±10%","290mA","-","Unshielded","1.2 Ohm Max","10 @ 2.52MHz","7MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3542-1-ND","NLC565050T-820K-PF","TDK Corporation","INDUCTOR POWER 82UH 270MA 2220",1810,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","82µH","±10%","270mA","-","Unshielded","1.4 Ohm Max","10 @ 2.52MHz","6.4MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/NL%20Series.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3656-1-ND","NL565050T-152J-PF","TDK Corporation","INDUCTOR 1.5MH 70MA 5% 2220",1721,0,"0.72000",0,1,"Cut Tape (CT)","NL","Wirewound","-","1.5mH","±5%","70mA","-","Unshielded","20 Ohm Max","30 @ 252kHz","1.4MHz","-40°C ~ 105°C","252kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/NL%20Series.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3659-1-ND","NL565050T-272J-PF","TDK Corporation","INDUCTOR 2.7MH 45MA 5% 2220",1638,0,"0.72000",0,1,"Cut Tape (CT)","NL","Wirewound","-","2.7mH","±5%","45mA","-","Unshielded","55 Ohm Max","30 @ 252kHz","1.1MHz","-40°C ~ 105°C","252kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3546-1-ND","NLC565050T-181K-PF","TDK Corporation","INDUCTOR POWER 180UH 190MA 2220",1341,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","180µH","±10%","190mA","-","Unshielded","2.8 Ohm Max","20 @ 796kHz","4.4MHz","-40°C ~ 105°C","796kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3536-1-ND","NLC565050T-270K-PF","TDK Corporation","INDUCTOR POWER 27UH 440MA 2220",1153,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","27µH","±10%","440mA","-","Unshielded","520 mOhm Max","10 @ 2.52MHz","11.5MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3526-1-ND","NLC565050T-3R9K-PF","TDK Corporation","INDUCTOR POWER 3.9UH 1.05A 2220",1138,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","3.9µH","±10%","1.05A","-","Unshielded","90 mOhm Max","10 @ 7.96MHz","32MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3530-1-ND","NLC565050T-8R2K-PF","TDK Corporation","INDUCTOR POWER 8.2UH 750MA 2220",1125,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","8.2µH","±10%","750mA","-","Unshielded","180 mOhm Max","10 @ 7.96MHz","22MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3528-1-ND","NLC565050T-5R6K-PF","TDK Corporation","INDUCTOR POWER 5.6UH 880MA 2220",1083,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","5.6µH","±10%","880mA","-","Unshielded","130 mOhm Max","10 @ 7.96MHz","26MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3551-1-ND","NLC565050T-471K-PF","TDK Corporation","INDUCTOR POWER 470UH 120MA 2220",1036,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","470µH","±10%","120mA","-","Unshielded","7 Ohm Max","20 @ 796kHz","2.6MHz","-40°C ~ 105°C","796kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3547-1-ND","NLC565050T-221K-PF","TDK Corporation","INDUCTOR POWER 220UH 170MA 2220",1028,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","220µH","±10%","170mA","-","Unshielded","3.4 Ohm Max","20 @ 796kHz","3.9MHz","-40°C ~ 105°C","796kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3523-1-ND","NLC565050T-2R2K-PF","TDK Corporation","INDUCTOR POWER 2.2UH 1.3A 2220",960,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","2.2µH","±10%","1.3A","-","Unshielded","60 mOhm Max","10 @ 7.96MHz","42MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3520-1-ND","NLC565050T-1R2K-PF","TDK Corporation","INDUCTOR POWER 1.2UH 1.7A 2220",720,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","1.2µH","±10%","1.7A","-","Unshielded","35 mOhm Max","10 @ 7.96MHz","70MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3532-1-ND","NLC565050T-120K-PF","TDK Corporation","INDUCTOR POWER 12UH 630MA 2220",519,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","12µH","±10%","630mA","-","Unshielded","250 mOhm Max","10 @ 2.52MHz","17MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/NL%20Series.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3663-1-ND","NL565050T-562J-PF","TDK Corporation","INDUCTOR 5.6MH 33MA 5% 2220",432,0,"0.72000",0,1,"Cut Tape (CT)","NL","Wirewound","-","5.6mH","±5%","33mA","-","Unshielded","85 Ohm Max","30 @ 252kHz","800kHz","-40°C ~ 105°C","252kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3534-1-ND","NLC565050T-180K-PF","TDK Corporation","INDUCTOR POWER 18UH 530MA 2220",793,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","18µH","±10%","530mA","-","Unshielded","360 mOhm Max","10 @ 2.52MHz","14MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3522-1-ND","NLC565050T-1R8K-PF","TDK Corporation","INDUCTOR POWER 1.8UH 1.4A 2220",268,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","1.8µH","±10%","1.4A","-","Unshielded","50 mOhm Max","10 @ 7.96MHz","47MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3552-1-ND","NLC565050T-561K-PF","TDK Corporation","INDUCTOR POWER 560UH 110MA 2220",364,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","560µH","±10%","110mA","-","Unshielded","8.5 Ohm Max","20 @ 796kHz","2.4MHz","-40°C ~ 105°C","796kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3525-1-ND","NLC565050T-3R3K-PF","TDK Corporation","INDUCTOR POWER 3.3UH 1.12A 2220",265,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","3.3µH","±10%","1.12A","-","Unshielded","80 mOhm Max","10 @ 7.96MHz","34MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3533-1-ND","NLC565050T-150K-PF","TDK Corporation","INDUCTOR POWER 15UH 580MA 2220",185,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","15µH","±10%","580mA","-","Unshielded","300 mOhm Max","10 @ 2.52MHz","16MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3531-1-ND","NLC565050T-100K-PF","TDK Corporation","INDUCTOR POWER 10UH 690MA 2220",183,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","10µH","±10%","690mA","-","Unshielded","210 mOhm Max","10 @ 2.52MHz","19MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3548-1-ND","NLC565050T-271K-PF","TDK Corporation","INDUCTOR POWER 270UH 155MA 2220",2523,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","270µH","±10%","155mA","-","Unshielded","4.2 Ohm Max","20 @ 796kHz","3.6MHz","-40°C ~ 105°C","796kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3555-1-ND","NLC565050T-102K-PF","TDK Corporation","INDUCTOR POWER 1000UH 85MA 2220",28,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","1mH","±10%","85mA","-","Unshielded","15 Ohm Max","20 @ 252kHz","1.8MHz","-40°C ~ 105°C","252kHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/Renders/TDK%20Renders/NL565050T.jpg","445-3529-1-ND","NLC565050T-6R8K-PF","TDK Corporation","INDUCTOR POWER 6.8UH 810MA 2220",0,0,"0.72000",0,1,"Cut Tape (CT)","NLC","Wirewound","-","6.8µH","±10%","810mA","-","Unshielded","150 mOhm Max","10 @ 7.96MHz","24MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","2220 (5650 Metric)","0.220"" L x 0.197"" W (5.60mm x 5.00mm)","0.197"" (5.00mm)","-"
