"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (EUR)","@ qty","Minimum Quantity","Packaging","Series","Type","Material - Core","Inductance","Tolerance","Current Rating","Current - Saturation","Shielding","DC Resistance (DCR)","Q @ Freq","Frequency - Self Resonant","Operating Temperature","Frequency - Test","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Supplier Device Package"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1513-1-ND","NLV32T-R22J-PF","TDK Corporation","INDUCTOR POWER 0.22UH 1210",29848,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","220nH","±5%","450mA","-","Unshielded","320 mOhm Max","30 @ 25.2MHz","350MHz","-40°C ~ 105°C","25.2MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-1539-1-ND","NLCV32T-150K-PF","TDK Corporation","INDUCTOR POWER 15UH 1210",28249,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","15µH","±10%","370mA","-","Unshielded","560 mOhm","15 @ 2.52MHz","26MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-1540-1-ND","NLCV32T-220K-PF","TDK Corporation","INDUCTOR POWER 22UH 1210",28537,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","22µH","±10%","300mA","-","Unshielded","770 mOhm","15 @ 2.52MHz","21MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-1537-1-ND","NLCV32T-3R3M-PF","TDK Corporation","INDUCTOR POWER 3.3UH 1210",26179,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","3.3µH","±20%","690mA","-","Unshielded","160 mOhm","10 @ 7.96MHz","54MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-1536-1-ND","NLCV32T-2R2M-PF","TDK Corporation","INDUCTOR POWER 2.2UH 1210",16621,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","2.2µH","±20%","770mA","-","Unshielded","130 mOhm","10 @ 7.96MHz","68MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-1545-1-ND","NLCV32T-221K-PF","TDK Corporation","INDUCTOR POWER 220UH 1210",13294,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","220µH","±10%","80mA","-","Unshielded","8.4 Ohm","20 @ 796kHz","7MHz","-40°C ~ 105°C","796kHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1533-1-ND","NLV32T-471J-PF","TDK Corporation","INDUCTOR POWER 470UH 1210",11037,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","470µH","±5%","25mA","-","Unshielded","40 Ohm Max","20 @ 796kHz","4MHz","-40°C ~ 105°C","796kHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1512-1-ND","NLV32T-R15J-PF","TDK Corporation","INDUCTOR POWER 0.15UH 1210",8582,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","150nH","±5%","450mA","-","Unshielded","250 mOhm Max","30 @ 25.2MHz","450MHz","-40°C ~ 105°C","25.2MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1516-1-ND","NLV32T-R68J-PF","TDK Corporation","INDUCTOR POWER 0.68UH 1210",8932,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","680nH","±5%","450mA","-","Unshielded","600 mOhm Max","30 @ 25.2MHz","160MHz","-40°C ~ 105°C","25.2MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-1542-1-ND","NLCV32T-470K-PF","TDK Corporation","INDUCTOR POWER 47UH 1210",8849,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","47µH","±10%","180mA","-","Unshielded","1.64 Ohm","15 @ 2.52MHz","14MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1525-1-ND","NLV32T-220J-PF","TDK Corporation","INDUCTOR POWER 22UH 1210",9213,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","22µH","±5%","110mA","-","Unshielded","3.7 Ohm Max","30 @ 2.52MHz","20MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1515-1-ND","NLV32T-R47J-PF","TDK Corporation","INDUCTOR POWER 0.47UH 1210",4148,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","470nH","±5%","450mA","-","Unshielded","500 mOhm Max","30 @ 25.2MHz","220MHz","-40°C ~ 105°C","25.2MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1520-1-ND","NLV32T-3R3J-PF","TDK Corporation","INDUCTOR POWER 3.3UH 1210",2938,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","3.3µH","±5%","260mA","-","Unshielded","1.2 Ohm Max","30 @ 7.96MHz","60MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1527-1-ND","NLV32T-470J-PF","TDK Corporation","INDUCTOR POWER 47UH 1210",2740,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","47µH","±5%","60mA","-","Unshielded","7 Ohm Max","30 @ 2.52MHz","15MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3648-1-ND","NLCV32T-1R0M-PFR","TDK Corporation","INDUCTOR 1.0UH 1.70A 20% 1210",16451,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","1µH","±20%","1.7A","-","Unshielded","55 mOhm","15 @ 7.96MHz","100MHz","-40°C ~ 125°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3646-1-ND","NLCV32T-R47M-PFR","TDK Corporation","INDUCTOR .47UH 2.00A 20% 1210",14904,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","470nH","±20%","2A","-","Unshielded","38 mOhm","10 @ 25.2MHz","250MHz","-40°C ~ 125°C","25.2MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3653-1-ND","NLCV32T-6R8M-PFR","TDK Corporation","INDUCTOR 6.8UH 700MA 20% 1210",15216,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","6.8µH","±20%","700mA","-","Unshielded","290 mOhm","15 @ 7.96MHz","38MHz","-40°C ~ 125°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3642-1-ND","NLCV32T-R10M-PFR","TDK Corporation","INDUCTOR .10UH 2.85A 20% 1210",8512,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","100nH","±20%","2.85A","-","Unshielded","20 mOhm","10 @ 25.2MHz","800MHz","-40°C ~ 125°C","25.2MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3651-1-ND","NLCV32T-3R3M-PFR","TDK Corporation","INDUCTOR 3.3UH 1.00A 20% 1210",8032,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","3.3µH","±20%","1A","-","Unshielded","160 mOhm","15 @ 7.96MHz","54MHz","-40°C ~ 125°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3650-1-ND","NLCV32T-2R2M-PFR","TDK Corporation","INDUCTOR 2.2UH 1.20A 20% 1210",7551,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","2.2µH","±20%","1.2A","-","Unshielded","115 mOhm","15 @ 7.96MHz","68MHz","-40°C ~ 125°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3643-1-ND","NLCV32T-R15M-PFR","TDK Corporation","INDUCTOR .15UH 2.60A 20% 1210",3664,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","150nH","±20%","2.6A","-","Unshielded","24 mOhm","10 @ 25.2MHz","500MHz","-40°C ~ 125°C","25.2MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3652-1-ND","NLCV32T-4R7M-PFR","TDK Corporation","INDUCTOR 4.7UH 900MA 20% 1210",4080,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","4.7µH","±20%","900mA","-","Unshielded","200 mOhm","15 @ 7.96MHz","46MHz","-40°C ~ 125°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/FLF3215T_Rev2009.pdf","http://media.digikey.com/photos/TDK%20Photos/FLF3215T-1R0N.JPG","445-4847-1-ND","FLF3215T-100M","TDK Corporation","INDUCTOR 10UH 700MA 20% SMD",13802,0,"0.36000",0,1,"Cut Tape (CT)","FLF","Wirewound","-","10µH","±20%","900mA","700mA","Shielded","200 mOhm","-","25MHz","-40°C ~ 125°C","1MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.065"" (1.65mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/FLF3215T_Rev2009.pdf","http://media.digikey.com/photos/TDK%20Photos/FLF3215T-1R0N.JPG","445-4845-1-ND","FLF3215T-2R2M","TDK Corporation","INDUCTOR 2.2UH 1.4A 20% SMD",8130,0,"0.36000",0,1,"Cut Tape (CT)","FLF","Wirewound","-","2.2µH","±20%","1.8A","1.4A","Shielded","50 mOhm","-","60MHz","-40°C ~ 125°C","1MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.065"" (1.65mm)","-"
"http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/FLF3215T_Rev2009.pdf","http://media.digikey.com/photos/TDK%20Photos/FLF3215T-1R0N.JPG","445-4848-1-ND","FLF3215T-220M","TDK Corporation","INDUCTOR 22UH 450MA 20% SMD",3832,0,"0.36000",0,1,"Cut Tape (CT)","FLF","Wirewound","-","22µH","±20%","600mA","450mA","Shielded","450 mOhm","-","14MHz","-40°C ~ 125°C","1MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.065"" (1.65mm)","-"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1509-1-ND","NLV32T-047J-PF","TDK Corporation","INDUCTOR POWER 0.047UH 1210",17841,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","47nH","±5%","450mA","-","Unshielded","300 mOhm Max","26 @ 100MHz","1.2GHz","-40°C ~ 105°C","100MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-1535-1-ND","NLCV32T-1R5M-PF","TDK Corporation","INDUCTOR POWER 1.5UH 1210",15324,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","1.5µH","±20%","830mA","-","Unshielded","110 mOhm","10 @ 7.96MHz","80MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1528-1-ND","NLV32T-680J-PF","TDK Corporation","INDUCTOR POWER 68UH 1210",11130,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","68µH","±5%","50mA","-","Unshielded","9 Ohm Max","30 @ 2.52MHz","12MHz","-40°C ~ 105°C","2.52MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-6459-1-ND","NLCV32T-6R8M-PF","TDK Corporation","INDUCTOR POWER 6.8UH 1210",8880,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","6.8µH","±20%","530mA","-","Unshielded","270 mOhm","15 @ 7.96MHz","38MHz","-40°C ~ 105°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1505-1-ND","NLV32T-010J-PF","TDK Corporation","INDUCTOR POWER 0.010UH 1210",7829,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","10nH","±5%","450mA","-","Unshielded","130 mOhm Max","15 @ 100MHz","2.5GHz","-40°C ~ 105°C","100MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf","http://media.digikey.com/photos/TDK%20Photos/NLV32T%20SERIES.jpg","445-1532-1-ND","NLV32T-331J-PF","TDK Corporation","INDUCTOR POWER 330UH 1210",5196,0,"0.22000",0,1,"Cut Tape (CT)","NLV","Wirewound","-","330µH","±5%","40mA","-","Unshielded","34 Ohm Max","20 @ 796kHz","5MHz","-40°C ~ 105°C","796kHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-1544-1-ND","NLCV32T-151K-PF","TDK Corporation","INDUCTOR POWER 150UH 1210",5168,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","150µH","±10%","100mA","-","Unshielded","6.1 Ohm","20 @ 796kHz","8MHz","-40°C ~ 105°C","796kHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3649-1-ND","NLCV32T-1R5M-PFR","TDK Corporation","INDUCTOR 1.5UH 1.40A 20% 1210",9246,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","1.5µH","±20%","1.4A","-","Unshielded","95 mOhm","15 @ 7.96MHz","80MHz","-40°C ~ 125°C","7.96MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3645-1-ND","NLCV32T-R33M-PFR","TDK Corporation","INDUCTOR .33UH 2.10A 20% 1210",6030,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","330nH","±20%","2.1A","-","Unshielded","35 mOhm","10 @ 25.2MHz","300MHz","-40°C ~ 125°C","25.2MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
"http://www.tdk.co.jp/tefe02/e511_nlcv_nlc.pdf","http://media.digikey.com/photos/TDK%20Photos/NLCV32T%20SERIES.jpg","445-3647-1-ND","NLCV32T-R68M-PFR","TDK Corporation","INDUCTOR .68UH 1.90A 20% 1210",2437,0,"0.22000",0,1,"Cut Tape (CT)","NLCV","Wirewound","-","680nH","±20%","1.9A","-","Unshielded","45 mOhm","10 @ 25.2MHz","180MHz","-40°C ~ 125°C","25.2MHz","Surface Mount","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.095"" (2.40mm)","1210"
