"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Resistance (Ohms)","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Package / Case","Supplier Device Package","Size / Dimension","Height","Number of Terminations"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT5R90CT-ND","RMCF0805FT5R90","Stackpole Electronics Inc","RES 5.9 OHM 1/8W 1% 0805",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","5.9","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT6R04CT-ND","RMCF0805FT6R04","Stackpole Electronics Inc","RES 6.04 OHM 1/8W 1% 0805",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","6.04","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT6R19CT-ND","RMCF0805FT6R19","Stackpole Electronics Inc","RES 6.19 OHM 1/8W 1% 0805",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","6.19","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT6R49CT-ND","RMCF0805FT6R49","Stackpole Electronics Inc","RES 6.49 OHM 1/8W 1% 0805",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","6.49","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT7R50CT-ND","RMCF0805FT7R50","Stackpole Electronics Inc","RES 7.5 OHM 1/8W 1% 0805",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","7.5","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT7R68CT-ND","RMCF0805FT7R68","Stackpole Electronics Inc","RES 7.68 OHM 1/8W 1% 0805",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","7.68","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT8R06CT-ND","RMCF0805FT8R06","Stackpole Electronics Inc","RES 8.06 OHM 1/8W 1% 0805",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","8.06","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT8R25CT-ND","RMCF0805FT8R25","Stackpole Electronics Inc","RES 8.25 OHM 1/8W 1% 0805",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","8.25","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT9R53CT-ND","RMCF0805FT9R53","Stackpole Electronics Inc","RES 9.53 OHM 1/8W 1% 0805",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","9.53","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT1R21CT-ND","RMCF0805FT1R21","Stackpole Electronics Inc","RES 1.21 OHM 1/8W 1% 0805",8848,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","1.21","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT1R50CT-ND","RMCF0805FT1R50","Stackpole Electronics Inc","RES 1.5 OHM 1/8W 1% 0805",6142,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","1.5","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT1R62CT-ND","RMCF0805FT1R62","Stackpole Electronics Inc","RES 1.62 OHM 1/8W 1% 0805",9260,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","1.62","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT2R20CT-ND","RMCF0805FT2R20","Stackpole Electronics Inc","RES 2.2 OHM 1/8W 1% 0805",5607,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","2.2","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT3R32CT-ND","RMCF0805FT3R32","Stackpole Electronics Inc","RES 3.32 OHM 1/8W 1% 0805",6859,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","3.32","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT3R90CT-ND","RMCF0805FT3R90","Stackpole Electronics Inc","RES 3.9 OHM 1/8W 1% 0805",8133,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","3.9","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT5R76CT-ND","RMCF0805FT5R76","Stackpole Electronics Inc","RES 5.76 OHM 1/8W 1% 0805",9750,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","5.76","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT4R75CT-ND","RMCF0805FT4R75","Stackpole Electronics Inc","RES 4.75 OHM 1/8W 1% 0805",5009,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","4.75","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT7R15CT-ND","RMCF0805FT7R15","Stackpole Electronics Inc","RES 7.15 OHM 1/8W 1% 0805",4292,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","7.15","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT3R01CT-ND","RMCF0805FT3R01","Stackpole Electronics Inc","RES 3.01 OHM 1/8W 1% 0805",3679,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","3.01","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT2R70CT-ND","RMCF0805FT2R70","Stackpole Electronics Inc","RES 2.7 OHM 1/8W 1% 0805",3359,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","2.7","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0805FT3R30CT-ND","RMCF0805FT3R30","Stackpole Electronics Inc","RES 3.3 OHM 1/8W 1% 0805",2914,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","3.3","±1%","0.125W, 1/8W","Thick Film","-","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/0805.jpg","CSR0805FK20L0CT-ND","CSR0805FK20L0","Stackpole Electronics Inc","RES 0.02 OHM 1/4W 1% 0805",876,0,"0.78000",0,1,"Cut Tape (CT)","CSR","0.02","±1%","0.25W, 1/4W","Thick Film","Current Sense","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/0805.jpg","CSR0805FKR200CT-ND","CSR0805FKR200","Stackpole Electronics Inc","RES 0.2 OHM 1/4W 1% 0805",750,0,"0.56000",0,1,"Cut Tape (CT)","CSR","0.2","±1%","0.25W, 1/4W","Thick Film","Current Sense","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/0805.jpg","CSR0805FKR300CT-ND","CSR0805FKR300","Stackpole Electronics Inc","RES 0.3 OHM 1/4W 1% 0805",17050,0,"0.56000",0,1,"Cut Tape (CT)","CSR","0.3","±1%","0.25W, 1/4W","Thick Film","Current Sense","±200ppm/°C","0805 (2012 Metric)","0805","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.026"" (0.65mm)","2"
