"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Resistance (Ohms)","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Package / Case","Supplier Device Package","Size / Dimension","Height","Number of Terminations"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT4R75CT-ND","RMCF0603FT4R75","Stackpole Electronics Inc","RES 4.75 OHM 1/10W 1% 0603",19767,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","4.75","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT5R10CT-ND","RMCF0603FT5R10","Stackpole Electronics Inc","RES 5.1 OHM 1/10W 1% 0603",15332,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","5.1","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT7R50CT-ND","RMCF0603FT7R50","Stackpole Electronics Inc","RES 7.5 OHM 1/10W 1% 0603",14650,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","7.5","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT2R21CT-ND","RMCF0603FT2R21","Stackpole Electronics Inc","RES 2.21 OHM 1/10W 1% 0603",12890,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","2.21","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT8R20CT-ND","RMCF0603FT8R20","Stackpole Electronics Inc","RES 8.2 OHM 1/10W 1% 0603",12759,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","8.2","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT5R62CT-ND","RMCF0603FT5R62","Stackpole Electronics Inc","RES 5.62 OHM 1/10W 1% 0603",11715,0,"0.04000",0,1,"Cut Tape (CT)","RMCF","5.62","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT1R37CT-ND","RMCF0603FT1R37","Stackpole Electronics Inc","RES 1.37 OHM 1/10W 1% 0603",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","1.37","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT1R62CT-ND","RMCF0603FT1R62","Stackpole Electronics Inc","RES 1.62 OHM 1/10W 1% 0603",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","1.62","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT1R74CT-ND","RMCF0603FT1R74","Stackpole Electronics Inc","RES 1.74 OHM 1/10W 1% 0603",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","1.74","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
"http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf","http://media.digikey.com/photos/Stackpole%20Photos/MFG_RMC%20SERIES.jpg","RMCF0603FT1R78CT-ND","RMCF0603FT1R78","Stackpole Electronics Inc","RES 1.78 OHM 1/10W 1% 0603",10000,0,"0.10000",0,1,"Cut Tape (CT)","RMCF","1.78","±1%","0.1W, 1/10W","Thick Film","-","±200ppm/°C","0603 (1608 Metric)","0603","0.061"" L x 0.031"" W (1.55mm x 0.80mm)","0.022"" (0.55mm)","2"
