"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Resistance (Ohms)","Tolerance","Power (Watts)","Composition","Features","Temperature Coefficient","Package / Case","Supplier Device Package","Size / Dimension","Height","Number of Terminations"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FT50L0CT-ND","CSR1206FT50L0","Stackpole Electronics Inc","RES 0.05 OHM 1/2W 1% 1206",44054,0,"0.70000",0,1,"Cut Tape (CT)","CSR","0.05","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FK50L0CT-ND","CSR1206FK50L0","Stackpole Electronics Inc","RES 0.05 OHM 1/2W 1% 1206",52746,0,"0.84000",0,1,"Cut Tape (CT)","CSR","0.05","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FK75L0CT-ND","CSR1206FK75L0","Stackpole Electronics Inc","RES 0.075 OHM 1/2W 1% 1206",2879,0,"0.84000",0,1,"Cut Tape (CT)","CSR","0.075","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FTR100CT-ND","CSR1206FTR100","Stackpole Electronics Inc","RES 0.1 OHM 1/2W 1% 1206",18556,0,"0.56000",0,1,"Cut Tape (CT)","CSR","0.1","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FKR100CT-ND","CSR1206FKR100","Stackpole Electronics Inc","RES 0.1 OHM 1/2W 1% 1206",146606,0,"0.84000",0,1,"Cut Tape (CT)","CSR","0.1","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FTR130CT-ND","CSR1206FTR130","Stackpole Electronics Inc","RES 0.13 OHM 1/2W 1% 1206",15230,0,"0.63000",0,1,"Cut Tape (CT)","CSR","0.13","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FKR200CT-ND","CSR1206FKR200","Stackpole Electronics Inc","RES 0.2 OHM 1/2W 1% 1206",66747,0,"0.63000",0,1,"Cut Tape (CT)","CSR","0.2","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FKR250CT-ND","CSR1206FKR250","Stackpole Electronics Inc","RES 0.25 OHM 1/2W 1% 1206",16939,0,"0.63000",0,1,"Cut Tape (CT)","CSR","0.25","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FKR300CT-ND","CSR1206FKR300","Stackpole Electronics Inc","RES 0.3 OHM 1/2W 1% 1206",29987,0,"0.63000",0,1,"Cut Tape (CT)","CSR","0.3","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
"http://www.seielect.com/catalog/SEI-CSR_CSRN.pdf","http://media.digikey.com/Renders/Stackpole%20Renders/1206.jpg","CSR1206FKR330CT-ND","CSR1206FKR330","Stackpole Electronics Inc","RES 0.33 OHM 1/2W 1% 1206",32578,0,"0.63000",0,1,"Cut Tape (CT)","CSR","0.33","±1%","0.5W, 1/2W","Thick Film","Current Sense","±100ppm/°C","1206 (3216 Metric)","1206","0.120"" L x 0.061"" W (3.05mm x 1.55mm)","0.026"" (0.65mm)","2"
