Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Power (W)	Tolerance	Temperature Coefficent	Price								
R	1.940400e+001	1.960000e+001	1.979600e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT19R6CT-ND	RMCF0805FT19R6	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.009800e+003	1.020000e+003	1.030200e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT1K02CT-ND	RMCF0805FT1K02	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.118700e+003	1.130000e+003	1.141300e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT1K13CT-ND	RMCF0805FT1K13	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.168200e+003	1.180000e+003	1.191800e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT1K18CT-ND	RMCF0805FT1K18	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.188000e+003	1.200000e+003	1.212000e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT1K20CT-ND	RMCF0805FT1K20	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.386000e+003	1.400000e+003	1.414000e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT1K40CT-ND	RMCF0805FT1K40	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.524600e+003	1.540000e+003	1.555400e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT1K54CT-ND	RMCF0805FT1K54	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.584000e+003	1.600000e+003	1.616000e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT1K60CT-ND	RMCF0805FT1K60	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.029500e+004	2.050000e+004	2.070500e+004	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT20K5CT-ND	RMCF0805FT20K5	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.029500e+001	2.050000e+001	2.070500e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT20R5CT-ND	RMCF0805FT20R5	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.079000e+002	2.100000e+002	2.121000e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT210KCT-ND	RMCF0805FT210K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.079000e+002	2.100000e+002	2.121000e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT210RCT-ND	RMCF0805FT210R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.128500e+001	2.150000e+001	2.171500e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT21R5CT-ND	RMCF0805FT21R5	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.237400e+002	2.260000e+002	2.282600e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT226RCT-ND	RMCF0805FT226R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.237400e+004	2.260000e+004	2.282600e+004	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT22K6CT-ND	RMCF0805FT22K6	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.237400e+001	2.260000e+001	2.282600e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT22R6CT-ND	RMCF0805FT22R6	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.296800e+002	2.320000e+002	2.343200e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT232KCT-ND	RMCF0805FT232K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.346300e+004	2.370000e+004	2.393700e+004	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT23K7CT-ND	RMCF0805FT23K7	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.346300e+001	2.370000e+001	2.393700e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT23R7CT-ND	RMCF0805FT23R7	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.376000e+002	2.400000e+002	2.424000e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT240KCT-ND	RMCF0805FT240K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.524500e+001	2.550000e+001	2.575500e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT25R5CT-ND	RMCF0805FT25R5	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.643300e+002	2.670000e+002	2.696700e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT267KCT-ND	RMCF0805FT267K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.583900e+001	2.610000e+001	2.636100e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT26R1CT-ND	RMCF0805FT26R1	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.772000e+001	2.800000e+001	2.828000e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT28R0CT-ND	RMCF0805FT28R0	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.910600e+001	2.940000e+001	2.969400e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT29R4CT-ND	RMCF0805FT29R4	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.583900e+003	2.610000e+003	2.636100e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT2K61CT-ND	RMCF0805FT2K61	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.059100e+002	3.090000e+002	3.120900e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT309RCT-ND	RMCF0805FT309R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.059100e+001	3.090000e+001	3.120900e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT30R9CT-ND	RMCF0805FT30R9	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.128400e+002	3.160000e+002	3.191600e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT316KCT-ND	RMCF0805FT316K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.128400e+001	3.160000e+001	3.191600e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT31R6CT-ND	RMCF0805FT31R6	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.366000e+002	3.400000e+002	3.434000e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT340KCT-ND	RMCF0805FT340K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.445200e+002	3.480000e+002	3.514800e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT348KCT-ND	RMCF0805FT348K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.366000e+001	3.400000e+001	3.434000e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT34K0CT-ND	RMCF0805FT34K0	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.366000e+001	3.400000e+001	3.434000e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT34R0CT-ND	RMCF0805FT34R0	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.445200e+001	3.480000e+001	3.514800e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT34R8CT-ND	RMCF0805FT34R8	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.534300e+002	3.570000e+002	3.605700e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT357RCT-ND	RMCF0805FT357R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.534300e+001	3.570000e+001	3.605700e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT35R7CT-ND	RMCF0805FT35R7	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.564000e+002	3.600000e+002	3.636000e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT360KCT-ND	RMCF0805FT360K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.613500e+002	3.650000e+002	3.686500e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT365KCT-ND	RMCF0805FT365K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.564000e+001	3.600000e+001	3.636000e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT36K0CT-ND	RMCF0805FT36K0	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.564000e+001	3.600000e+001	3.636000e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT36R0CT-ND	RMCF0805FT36R0	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.702600e+002	3.740000e+002	3.777400e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT374KCT-ND	RMCF0805FT374K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.791700e+002	3.830000e+002	3.868300e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT383RCT-ND	RMCF0805FT383R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.791700e+004	3.830000e+004	3.868300e+004	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT38K3CT-ND	RMCF0805FT38K3	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.791700e+001	3.830000e+001	3.868300e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT38R3CT-ND	RMCF0805FT38R3	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.970000e+003	3.000000e+003	3.030000e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT3K00CT-ND	RMCF0805FT3K00	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.078800e+004	4.120000e+004	4.161200e+004	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT41K2CT-ND	RMCF0805FT41K2	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.078800e+001	4.120000e+001	4.161200e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT41R2CT-ND	RMCF0805FT41R2	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.177800e+002	4.220000e+002	4.262200e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT422KCT-ND	RMCF0805FT422K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.257000e+002	4.300000e+002	4.343000e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT430RCT-ND	RMCF0805FT430R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.276800e+002	4.320000e+002	4.363200e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT432RCT-ND	RMCF0805FT432R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.257000e+001	4.300000e+001	4.343000e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT43R0CT-ND	RMCF0805FT43R0	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.276800e+001	4.320000e+001	4.363200e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT43R2CT-ND	RMCF0805FT43R2	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.375800e+002	4.420000e+002	4.464200e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT442KCT-ND	RMCF0805FT442K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.375800e+004	4.420000e+004	4.464200e+004	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT44K2CT-ND	RMCF0805FT44K2	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.375800e+001	4.420000e+001	4.464200e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT44R2CT-ND	RMCF0805FT44R2	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.484700e+002	4.530000e+002	4.575300e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT453RCT-ND	RMCF0805FT453R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.821300e+001	4.870000e+001	4.918700e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT48R7CT-ND	RMCF0805FT48R7	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.177800e+003	4.220000e+003	4.262200e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT4K22CT-ND	RMCF0805FT4K22	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	5.177700e+002	5.230000e+002	5.282300e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT523KCT-ND	RMCF0805FT523K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	5.544000e+002	5.600000e+002	5.656000e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT560KCT-ND	RMCF0805FT560K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	5.702400e+001	5.760000e+001	5.817600e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT57R6CT-ND	RMCF0805FT57R6	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	6.425100e+002	6.490000e+002	6.554900e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT649KCT-ND	RMCF0805FT649K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	6.425100e+002	6.490000e+002	6.554900e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT649RCT-ND	RMCF0805FT649R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	6.138000e+003	6.200000e+003	6.262000e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT6K20CT-ND	RMCF0805FT6K20	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	6.910200e+003	6.980000e+003	7.049800e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT6K98CT-ND	RMCF0805FT6K98	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.078500e+002	7.150000e+002	7.221500e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT715KCT-ND	RMCF0805FT715K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.246800e+002	7.320000e+002	7.393200e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT732KCT-ND	RMCF0805FT732K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.603200e+002	7.680000e+002	7.756800e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT768KCT-ND	RMCF0805FT768K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.603200e+004	7.680000e+004	7.756800e+004	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT76K8CT-ND	RMCF0805FT76K8	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.603200e+001	7.680000e+001	7.756800e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT76R8CT-ND	RMCF0805FT76R8	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.791300e+004	7.870000e+004	7.948700e+004	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT78K7CT-ND	RMCF0805FT78K7	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.791300e+001	7.870000e+001	7.948700e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT78R7CT-ND	RMCF0805FT78R7	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.078500e+003	7.150000e+003	7.221500e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT7K15CT-ND	RMCF0805FT7K15	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.979400e+002	8.060000e+002	8.140600e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT806KCT-ND	RMCF0805FT806K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.979400e+001	8.060000e+001	8.140600e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT80R6CT-ND	RMCF0805FT80R6	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	8.118000e+002	8.200000e+002	8.282000e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT820RCT-ND	RMCF0805FT820R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	8.167500e+002	8.250000e+002	8.332500e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT825KCT-ND	RMCF0805FT825K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	8.118000e+001	8.200000e+001	8.282000e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT82K0CT-ND	RMCF0805FT82K0	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	8.365500e+001	8.450000e+001	8.534500e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT84R5CT-ND	RMCF0805FT84R5	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	8.781300e+003	8.870000e+003	8.958700e+003	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT8K87CT-ND	RMCF0805FT8K87	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	8.999100e+001	9.090000e+001	9.180900e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT90R9CT-ND	RMCF0805FT90R9	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	9.216900e+002	9.310000e+002	9.403100e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT931KCT-ND	RMCF0805FT931K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	9.216900e+001	9.310000e+001	9.403100e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT93R1CT-ND	RMCF0805FT93R1	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	9.434700e+002	9.530000e+002	9.625300e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT953KCT-ND	RMCF0805FT953K	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	9.434700e+002	9.530000e+002	9.625300e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT953RCT-ND	RMCF0805FT953R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	9.434700e+001	9.530000e+001	9.625300e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT95R3CT-ND	RMCF0805FT95R3	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	9.662400e+002	9.760000e+002	9.857600e+002	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT976RCT-ND	RMCF0805FT976R	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	9.662400e+001	9.760000e+001	9.857600e+001	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT97R6CT-ND	RMCF0805FT97R6	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.187900e+004	2.210000e+004	2.232100e+004	-1.000000e-002	1.000000e-002	2	0805	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0805FT22K1CT-ND	RMCF0805FT22K1	Stackpole Electronics Inc	1.250000e-001	±1%	±100ppm/°C	0.04000	~	~						
