Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Power (W)	Tolerance	Temperature Coefficent	Price								
R	1.455300e+002	1.470000e+002	1.484700e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT147RCT-ND	RMCF0603FT147R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	1.386000e+001	1.400000e+001	1.414000e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT14K0CT-ND	RMCF0603FT14K0	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	1.386000e+001	1.400000e+001	1.414000e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT14R0CT-ND	RMCF0603FT14R0	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	1.415700e+001	1.430000e+001	1.444300e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT14R3CT-ND	RMCF0603FT14R3	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	1.524600e+002	1.540000e+002	1.555400e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT154KCT-ND	RMCF0603FT154K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	1.564200e+002	1.580000e+002	1.595800e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT158RCT-ND	RMCF0603FT158R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	1.524600e+001	1.540000e+001	1.555400e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT15R4CT-ND	RMCF0603FT15R4	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	1.564200e+001	1.580000e+001	1.595800e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT15R8CT-ND	RMCF0603FT15R8	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	1.801800e+002	1.820000e+002	1.838200e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT182KCT-ND	RMCF0603FT182K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	2.079000e+001	2.100000e+001	2.121000e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT21R0CT-ND	RMCF0603FT21R0	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	2.237400e+001	2.260000e+001	2.282600e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT22R6CT-ND	RMCF0603FT22R6	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	2.296800e+001	2.320000e+001	2.343200e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT23R2CT-ND	RMCF0603FT23R2	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	2.643300e+001	2.670000e+001	2.696700e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT26R7CT-ND	RMCF0603FT26R7	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	2.772000e+001	2.800000e+001	2.828000e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT28R0CT-ND	RMCF0603FT28R0	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	2.910600e+004	2.940000e+004	2.969400e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT29K4CT-ND	RMCF0603FT29K4	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	2.643300e+003	2.670000e+003	2.696700e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT2K67CT-ND	RMCF0603FT2K67	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	3.059100e+002	3.090000e+002	3.120900e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT309RCT-ND	RMCF0603FT309R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	2.970000e+001	3.000000e+001	3.030000e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT30R0CT-ND	RMCF0603FT30R0	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	3.059100e+001	3.090000e+001	3.120900e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT30R9CT-ND	RMCF0603FT30R9	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	3.128400e+002	3.160000e+002	3.191600e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT316RCT-ND	RMCF0603FT316R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	3.207600e+002	3.240000e+002	3.272400e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT324KCT-ND	RMCF0603FT324K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	3.445200e+001	3.480000e+001	3.514800e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT34R8CT-ND	RMCF0603FT34R8	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	3.534300e+002	3.570000e+002	3.605700e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT357RCT-ND	RMCF0603FT357R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	3.534300e+001	3.570000e+001	3.605700e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT35R7CT-ND	RMCF0603FT35R7	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	3.613500e+001	3.650000e+001	3.686500e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT36R5CT-ND	RMCF0603FT36R5	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	3.613500e+003	3.650000e+003	3.686500e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT3K65CT-ND	RMCF0603FT3K65	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	4.177800e+002	4.220000e+002	4.262200e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT422KCT-ND	RMCF0603FT422K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	4.177800e+001	4.220000e+001	4.262200e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT42R2CT-ND	RMCF0603FT42R2	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	4.375800e+001	4.420000e+001	4.464200e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT44R2CT-ND	RMCF0603FT44R2	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	4.484700e+004	4.530000e+004	4.575300e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT45K3CT-ND	RMCF0603FT45K3	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	4.821300e+001	4.870000e+001	4.918700e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT48R7CT-ND	RMCF0603FT48R7	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	5.177700e+001	5.230000e+001	5.282300e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT52R3CT-ND	RMCF0603FT52R3	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	5.841000e+001	5.900000e+001	5.959000e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT59K0CT-ND	RMCF0603FT59K0	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	6.276600e+003	6.340000e+003	6.403400e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT6K34CT-ND	RMCF0603FT6K34	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	7.078500e+002	7.150000e+002	7.221500e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT715KCT-ND	RMCF0603FT715K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	7.603200e+003	7.680000e+003	7.756800e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT7K68CT-ND	RMCF0603FT7K68	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	8.781300e+004	8.870000e+004	8.958700e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT88K7CT-ND	RMCF0603FT88K7	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	9.009000e+002	9.100000e+002	9.191000e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT910RCT-ND	RMCF0603FT910R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.10000	~	~						
R	1.980000e+001	2.000000e+001	2.020000e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT20R0CT-ND	RMCF0603FT20R0	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.286800e+001	3.320000e+001	3.353200e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT33R2CT-ND	RMCF0603FT33R2	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.702600e+001	3.740000e+001	3.777400e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT37R4CT-ND	RMCF0603FT37R4	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	5.435100e+001	5.490000e+001	5.544900e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT54R9CT-ND	RMCF0603FT54R9	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.425000e+001	7.500000e+001	7.575000e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT75R0CT-ND	RMCF0603FT75R0	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	8.365500e+001	8.450000e+001	8.534500e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT84R5CT-ND	RMCF0603FT84R5	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.089000e+002	1.100000e+002	1.111000e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT110RCT-ND	RMCF0603FT110R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.188000e+002	1.200000e+002	1.212000e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT120RCT-ND	RMCF0603FT120R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.197900e+002	1.210000e+002	1.222100e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT121RCT-ND	RMCF0603FT121R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.187900e+002	2.210000e+002	2.232100e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT221RCT-ND	RMCF0603FT221R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.712600e+002	2.740000e+002	2.767400e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT274RCT-ND	RMCF0603FT274R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	6.741900e+002	6.810000e+002	6.878100e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT681RCT-ND	RMCF0603FT681R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	6.910200e+002	6.980000e+002	7.049800e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT698RCT-ND	RMCF0603FT698R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.197900e+003	1.210000e+003	1.222100e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT1K21CT-ND	RMCF0603FT1K21	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.227600e+003	1.240000e+003	1.252400e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT1K24CT-ND	RMCF0603FT1K24	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.801800e+003	1.820000e+003	1.838200e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT1K82CT-ND	RMCF0603FT1K82	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.029500e+003	2.050000e+003	2.070500e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT2K05CT-ND	RMCF0603FT2K05	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.376000e+003	2.400000e+003	2.424000e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT2K40CT-ND	RMCF0603FT2K40	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.128400e+003	3.160000e+003	3.191600e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT3K16CT-ND	RMCF0603FT3K16	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.366000e+003	3.400000e+003	3.434000e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT3K40CT-ND	RMCF0603FT3K40	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.880800e+003	3.920000e+003	3.959200e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT3K92CT-ND	RMCF0603FT3K92	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.276800e+003	4.320000e+003	4.363200e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT4K32CT-ND	RMCF0603FT4K32	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	5.563800e+003	5.620000e+003	5.676200e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT5K62CT-ND	RMCF0603FT5K62	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	6.425100e+003	6.490000e+003	6.554900e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT6K49CT-ND	RMCF0603FT6K49	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	6.910200e+003	6.980000e+003	7.049800e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT6K98CT-ND	RMCF0603FT6K98	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.078500e+003	7.150000e+003	7.221500e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT7K15CT-ND	RMCF0603FT7K15	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	7.791300e+003	7.870000e+003	7.948700e+003	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT7K87CT-ND	RMCF0603FT7K87	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.346300e+004	2.370000e+004	2.393700e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT23K7CT-ND	RMCF0603FT23K7	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.405700e+004	2.430000e+004	2.454300e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT24K3CT-ND	RMCF0603FT24K3	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.286800e+004	3.320000e+004	3.353200e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT33K2CT-ND	RMCF0603FT33K2	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	4.593600e+004	4.640000e+004	4.686400e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT46K4CT-ND	RMCF0603FT46K4	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	5.306400e+004	5.360000e+004	5.413600e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT53K6CT-ND	RMCF0603FT53K6	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	6.128100e+004	6.190000e+004	6.251900e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT61K9CT-ND	RMCF0603FT61K9	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.039500e+002	1.050000e+002	1.060500e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT105KCT-ND	RMCF0603FT105K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.287000e+002	1.300000e+002	1.313000e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT130KCT-ND	RMCF0603FT130K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	2.979900e+002	3.010000e+002	3.040100e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT301KCT-ND	RMCF0603FT301K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.059100e+002	3.090000e+002	3.120900e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT309KCT-ND	RMCF0603FT309K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	3.861000e+002	3.900000e+002	3.939000e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT390KCT-ND	RMCF0603FT390K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	5.563800e+002	5.620000e+002	5.676200e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT562KCT-ND	RMCF0603FT562K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.009800e+002	1.020000e+002	1.030200e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT102KCT-ND	RMCF0603FT102K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.009800e+002	1.020000e+002	1.030200e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT102RCT-ND	RMCF0603FT102R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.118700e+002	1.130000e+002	1.141300e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT113KCT-ND	RMCF0603FT113K	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.118700e+002	1.130000e+002	1.141300e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT113RCT-ND	RMCF0603FT113R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.168200e+002	1.180000e+002	1.191800e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT118RCT-ND	RMCF0603FT118R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.138500e+004	1.150000e+004	1.161500e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT11K5CT-ND	RMCF0603FT11K5	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.168200e+001	1.180000e+001	1.191800e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT11R8CT-ND	RMCF0603FT11R8	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.257300e+004	1.270000e+004	1.282700e+004	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT12K7CT-ND	RMCF0603FT12K7	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.197900e+001	1.210000e+001	1.222100e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT12R1CT-ND	RMCF0603FT12R1	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.257300e+001	1.270000e+001	1.282700e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT12R7CT-ND	RMCF0603FT12R7	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.316700e+002	1.330000e+002	1.343300e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT133RCT-ND	RMCF0603FT133R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.356300e+002	1.370000e+002	1.383700e+002	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT137RCT-ND	RMCF0603FT137R	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
R	1.316700e+001	1.330000e+001	1.343300e+001	-1.000000e-002	1.000000e-002	2	0603	http://www.seielect.com/Catalog/SEI-RMCF_RMCP.pdf	RMCF0603FT13R3CT-ND	RMCF0603FT13R3	Stackpole Electronics Inc	1.000000e-001	±1%	±100ppm/°C	0.04000	~	~						
