Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Current (A)	Q	DC Resistance (ohm)	Tolerance	Core Material	Price												
L	2.090000e-008	2.200000e-008	2.310000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16434-1-ND	NLV25T-022J-EF	TDK Corporation	4.200000e-001	15 @ 100MHz	3.700000e-001	±5%	Ferrite	0.22000												
L	2.565000e-008	2.700000e-008	2.835000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16436-1-ND	NLV25T-027J-EF	TDK Corporation	4.100000e-001	15 @ 100MHz	4.000000e-001	±5%	Ferrite	0.22000												
L	3.135000e-008	3.300000e-008	3.465000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16438-1-ND	NLV25T-033J-EF	TDK Corporation	4.000000e-001	20 @ 100MHz	4.200000e-001	±5%	Ferrite	0.22000												
L	3.705000e-008	3.900000e-008	4.095000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16440-1-ND	NLV25T-039J-EF	TDK Corporation	3.800000e-001	20 @ 100MHz	4.500000e-001	±5%	Ferrite	0.22000												
L	4.465000e-008	4.700000e-008	4.935000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16442-1-ND	NLV25T-047J-EF	TDK Corporation	3.600000e-001	20 @ 100MHz	5.000000e-001	±5%	Ferrite	0.22000												
L	5.320000e-008	5.600000e-008	5.880000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16444-1-ND	NLV25T-056J-EF	TDK Corporation	3.400000e-001	20 @ 100MHz	6.000000e-001	±5%	Ferrite	0.22000												
L	6.460000e-008	6.800000e-008	7.140000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16446-1-ND	NLV25T-068J-EF	TDK Corporation	3.200000e-001	20 @ 100MHz	6.500000e-001	±5%	Ferrite	0.22000												
L	7.790000e-008	8.200000e-008	8.610000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16448-1-ND	NLV25T-082J-EF	TDK Corporation	3.000000e-001	20 @ 100MHz	7.500000e-001	±5%	Ferrite	0.22000												
L	9.500000e-006	1.000000e-005	1.050000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16450-1-ND	NLV25T-100J-EF	TDK Corporation	1.550000e-001	25 @ 2.52MHz	3.500000e+000	±5%	Ferrite	0.22000												
L	9.500000e-005	1.000000e-004	1.050000e-004	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16452-1-ND	NLV25T-101J-EF	TDK Corporation	6.000000e-002	15 @ 25.2MHz	2.100000e+001	±5%	Ferrite	0.22000												
L	1.140000e-005	1.200000e-005	1.260000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16454-1-ND	NLV25T-120J-EF	TDK Corporation	1.500000e-001	25 @ 2.52MHz	3.800000e+000	±5%	Ferrite	0.22000												
L	1.425000e-005	1.500000e-005	1.575000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16456-1-ND	NLV25T-150J-EF	TDK Corporation	1.400000e-001	25 @ 2.52MHz	4.400000e+000	±5%	Ferrite	0.22000												
L	1.710000e-005	1.800000e-005	1.890000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16458-1-ND	NLV25T-180J-EF	TDK Corporation	1.300000e-001	25 @ 2.52MHz	4.800000e+000	±5%	Ferrite	0.22000												
L	9.500000e-007	1.000000e-006	1.050000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16460-1-ND	NLV25T-1R0J-EF	TDK Corporation	2.450000e-001	30 @ 7.96MHz	1.100000e+000	±5%	Ferrite	0.22000												
L	1.140000e-006	1.200000e-006	1.260000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16462-1-ND	NLV25T-1R2J-EF	TDK Corporation	2.300000e-001	30 @ 7.96MHz	1.200000e+000	±5%	Ferrite	0.22000												
L	1.425000e-006	1.500000e-006	1.575000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16464-1-ND	NLV25T-1R5J-EF	TDK Corporation	2.200000e-001	30 @ 7.96MHz	1.300000e+000	±5%	Ferrite	0.22000												
L	1.710000e-006	1.800000e-006	1.890000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16466-1-ND	NLV25T-1R8J-EF	TDK Corporation	2.100000e-001	30 @ 7.96MHz	1.450000e+000	±5%	Ferrite	0.22000												
L	2.090000e-005	2.200000e-005	2.310000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16468-1-ND	NLV25T-220J-EF	TDK Corporation	1.250000e-001	25 @ 2.52MHz	5.500000e+000	±5%	Ferrite	0.22000												
L	2.565000e-005	2.700000e-005	2.835000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16470-1-ND	NLV25T-270J-EF	TDK Corporation	1.150000e-001	25 @ 2.52MHz	6.300000e+000	±5%	Ferrite	0.22000												
L	2.090000e-006	2.200000e-006	2.310000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16472-1-ND	NLV25T-2R2J-EF	TDK Corporation	2.000000e-001	30 @ 7.96MHz	1.550000e+000	±5%	Ferrite	0.22000												
L	2.565000e-006	2.700000e-006	2.835000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16474-1-ND	NLV25T-2R7J-EF	TDK Corporation	1.950000e-001	30 @ 7.96MHz	1.700000e+000	±5%	Ferrite	0.22000												
L	3.135000e-005	3.300000e-005	3.465000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16476-1-ND	NLV25T-330J-EF	TDK Corporation	1.100000e-001	25 @ 2.52MHz	7.100000e+000	±5%	Ferrite	0.22000												
L	3.705000e-005	3.900000e-005	4.095000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16478-1-ND	NLV25T-390J-EF	TDK Corporation	9.000000e-002	20 @ 2.52MHz	9.500000e+000	±5%	Ferrite	0.22000												
L	3.135000e-006	3.300000e-006	3.465000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16480-1-ND	NLV25T-3R3J-EF	TDK Corporation	1.850000e-001	30 @ 7.96MHz	1.900000e+000	±5%	Ferrite	0.22000												
L	3.705000e-006	3.900000e-006	4.095000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16482-1-ND	NLV25T-3R9J-EF	TDK Corporation	1.800000e-001	30 @ 7.96MHz	2.100000e+000	±5%	Ferrite	0.22000												
L	4.465000e-005	4.700000e-005	4.935000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16484-1-ND	NLV25T-470J-EF	TDK Corporation	8.000000e-002	20 @ 2.52MHz	1.110000e+001	±5%	Ferrite	0.22000												
L	4.465000e-006	4.700000e-006	4.935000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16486-1-ND	NLV25T-4R7J-EF	TDK Corporation	1.750000e-001	30 @ 7.96MHz	2.300000e+000	±5%	Ferrite	0.22000												
L	5.320000e-005	5.600000e-005	5.880000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16488-1-ND	NLV25T-560J-EF	TDK Corporation	7.500000e-002	20 @ 2.52MHz	1.210000e+001	±5%	Ferrite	0.22000												
L	5.320000e-006	5.600000e-006	5.880000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16490-1-ND	NLV25T-5R6J-EF	TDK Corporation	1.700000e-001	25 @ 7.96MHz	2.500000e+000	±5%	Ferrite	0.22000												
L	6.460000e-005	6.800000e-005	7.140000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16492-1-ND	NLV25T-680J-EF	TDK Corporation	7.000000e-002	20 @ 2.52MHz	1.660000e+001	±5%	Ferrite	0.22000												
L	6.460000e-006	6.800000e-006	7.140000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16494-1-ND	NLV25T-6R8J-EF	TDK Corporation	1.650000e-001	25 @ 7.96MHz	2.700000e+000	±5%	Ferrite	0.22000												
L	7.790000e-005	8.200000e-005	8.610000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16496-1-ND	NLV25T-820J-EF	TDK Corporation	6.600000e-002	20 @ 796kHz	1.900000e+001	±5%	Ferrite	0.22000												
L	7.790000e-006	8.200000e-006	8.610000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16498-1-ND	NLV25T-8R2J-EF	TDK Corporation	1.600000e-001	25 @ 2.52MHz	3.050000e+000	±5%	Ferrite	0.22000												
L	9.500000e-008	1.000000e-007	1.050000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16500-1-ND	NLV25T-R10J-EF	TDK Corporation	2.800000e-001	20 @ 25.2MHz	8.000000e-001	±5%	Ferrite	0.22000												
L	1.140000e-007	1.200000e-007	1.260000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16502-1-ND	NLV25T-R12J-EF	TDK Corporation	5.500000e-001	30 @ 25.2MHz	3.000000e-001	±5%	Ferrite	0.22000												
L	1.425000e-007	1.500000e-007	1.575000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16504-1-ND	NLV25T-R15J-EF	TDK Corporation	5.000000e-001	30 @ 25.2MHz	3.500000e-001	±5%	Ferrite	0.22000												
L	1.710000e-007	1.800000e-007	1.890000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16506-1-ND	NLV25T-R18J-EF	TDK Corporation	4.600000e-001	30 @ 25.2MHz	4.000000e-001	±5%	Ferrite	0.22000												
L	2.090000e-007	2.200000e-007	2.310000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16508-1-ND	NLV25T-R22J-EF	TDK Corporation	4.300000e-001	30 @ 25.2MHz	5.000000e-001	±5%	Ferrite	0.22000												
L	2.565000e-007	2.700000e-007	2.835000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16510-1-ND	NLV25T-R27J-EF	TDK Corporation	4.200000e-001	30 @ 25.2MHz	5.500000e-001	±5%	Ferrite	0.22000												
L	3.135000e-007	3.300000e-007	3.465000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16512-1-ND	NLV25T-R33J-EF	TDK Corporation	4.000000e-001	30 @ 25.2MHz	6.000000e-001	±5%	Ferrite	0.22000												
L	3.705000e-007	3.900000e-007	4.095000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16514-1-ND	NLV25T-R39J-EF	TDK Corporation	3.750000e-001	30 @ 25.2MHz	6.500000e-001	±5%	Ferrite	0.22000												
L	4.465000e-007	4.700000e-007	4.935000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16516-1-ND	NLV25T-R47J-EF	TDK Corporation	3.500000e-001	30 @ 25.2MHz	6.800000e-001	±5%	Ferrite	0.22000												
L	5.320000e-007	5.600000e-007	5.880000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16518-1-ND	NLV25T-R56J-EF	TDK Corporation	3.250000e-001	30 @ 25.2MHz	7.500000e-001	±5%	Ferrite	0.22000												
L	6.460000e-007	6.800000e-007	7.140000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16520-1-ND	NLV25T-R68J-EF	TDK Corporation	3.000000e-001	30 @ 25.2MHz	8.500000e-001	±5%	Ferrite	0.22000												
L	7.790000e-007	8.200000e-007	8.610000e-007	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_standard_nlv_en.pdf	445-16522-1-ND	NLV25T-R82J-EF	TDK Corporation	2.600000e-001	30 @ 7.96MHz	1.000000e+000	±5%	Ferrite	0.22000												
L	9.500000e-009	1.000000e-008	1.050000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16427-1-ND	NLV25T-010J-EFD	TDK Corporation	5.300000e-001	15 @ 100MHz	2.600000e-001	±5%	Ferrite	0.26000												
L	1.140000e-008	1.200000e-008	1.260000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16429-1-ND	NLV25T-012J-EFD	TDK Corporation	5.000000e-001	15 @ 100MHz	2.700000e-001	±5%	Ferrite	0.26000												
L	1.425000e-008	1.500000e-008	1.575000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16431-1-ND	NLV25T-015J-EFD	TDK Corporation	4.800000e-001	15 @ 100MHz	2.900000e-001	±5%	Ferrite	0.26000												
L	1.710000e-008	1.800000e-008	1.890000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16433-1-ND	NLV25T-018J-EFD	TDK Corporation	4.500000e-001	15 @ 100MHz	3.100000e-001	±5%	Ferrite	0.26000												
L	2.090000e-008	2.200000e-008	2.310000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16435-1-ND	NLV25T-022J-EFD	TDK Corporation	4.200000e-001	15 @ 100MHz	3.700000e-001	±5%	Ferrite	0.26000												
L	2.565000e-008	2.700000e-008	2.835000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16437-1-ND	NLV25T-027J-EFD	TDK Corporation	4.100000e-001	15 @ 100MHz	4.000000e-001	±5%	Ferrite	0.26000												
L	3.135000e-008	3.300000e-008	3.465000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16439-1-ND	NLV25T-033J-EFD	TDK Corporation	4.000000e-001	20 @ 100MHz	4.200000e-001	±5%	Ferrite	0.26000												
L	3.705000e-008	3.900000e-008	4.095000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16441-1-ND	NLV25T-039J-EFD	TDK Corporation	3.800000e-001	20 @ 100MHz	4.500000e-001	±5%	Ferrite	0.26000												
L	4.465000e-008	4.700000e-008	4.935000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16443-1-ND	NLV25T-047J-EFD	TDK Corporation	3.600000e-001	20 @ 100MHz	5.000000e-001	±5%	Ferrite	0.26000												
L	5.320000e-008	5.600000e-008	5.880000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16445-1-ND	NLV25T-056J-EFD	TDK Corporation	3.400000e-001	20 @ 100MHz	6.000000e-001	±5%	Ferrite	0.26000												
L	6.460000e-008	6.800000e-008	7.140000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16447-1-ND	NLV25T-068J-EFD	TDK Corporation	3.200000e-001	20 @ 100MHz	6.500000e-001	±5%	Ferrite	0.26000												
L	7.790000e-008	8.200000e-008	8.610000e-008	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16449-1-ND	NLV25T-082J-EFD	TDK Corporation	3.000000e-001	20 @ 100MHz	7.500000e-001	±5%	Ferrite	0.26000												
L	9.500000e-006	1.000000e-005	1.050000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16451-1-ND	NLV25T-100J-EFD	TDK Corporation	1.550000e-001	25 @ 2.52MHz	3.500000e+000	±5%	Ferrite	0.26000												
L	9.500000e-005	1.000000e-004	1.050000e-004	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16453-1-ND	NLV25T-101J-EFD	TDK Corporation	6.000000e-002	15 @ 796kHz	2.100000e+001	±5%	Ferrite	0.26000												
L	1.140000e-005	1.200000e-005	1.260000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16455-1-ND	NLV25T-120J-EFD	TDK Corporation	1.500000e-001	25 @ 2.52MHz	3.800000e+000	±5%	Ferrite	0.26000												
L	1.425000e-005	1.500000e-005	1.575000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16457-1-ND	NLV25T-150J-EFD	TDK Corporation	1.400000e-001	25 @ 2.52MHz	4.400000e+000	±5%	Ferrite	0.26000												
L	1.710000e-005	1.800000e-005	1.890000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16459-1-ND	NLV25T-180J-EFD	TDK Corporation	1.300000e-001	25 @ 2.52MHz	4.800000e+000	±5%	Ferrite	0.26000												
L	9.500000e-007	1.000000e-006	1.050000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16461-1-ND	NLV25T-1R0J-EFD	TDK Corporation	2.450000e-001	30 @ 7.96MHz	1.100000e+000	±5%	Ferrite	0.26000												
L	1.140000e-006	1.200000e-006	1.260000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16463-1-ND	NLV25T-1R2J-EFD	TDK Corporation	2.300000e-001	30 @ 7.96MHz	1.200000e+000	±5%	Ferrite	0.26000												
L	1.425000e-006	1.500000e-006	1.575000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16465-1-ND	NLV25T-1R5J-EFD	TDK Corporation	2.200000e-001	30 @ 7.96MHz	1.300000e+000	±5%	Ferrite	0.26000												
L	1.710000e-006	1.800000e-006	1.890000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16467-1-ND	NLV25T-1R8J-EFD	TDK Corporation	2.100000e-001	30 @ 7.96MHz	1.450000e+000	±5%	Ferrite	0.26000												
L	2.090000e-005	2.200000e-005	2.310000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16469-1-ND	NLV25T-220J-EFD	TDK Corporation	1.250000e-001	25 @ 2.52MHz	5.500000e+000	±5%	Ferrite	0.26000												
L	2.565000e-005	2.700000e-005	2.835000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16471-1-ND	NLV25T-270J-EFD	TDK Corporation	1.150000e-001	25 @ 2.52MHz	6.300000e+000	±5%	Ferrite	0.26000												
L	2.090000e-006	2.200000e-006	2.310000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16473-1-ND	NLV25T-2R2J-EFD	TDK Corporation	2.000000e-001	30 @ 7.96MHz	1.550000e+000	±5%	Ferrite	0.26000												
L	2.565000e-006	2.700000e-006	2.835000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16475-1-ND	NLV25T-2R7J-EFD	TDK Corporation	1.950000e-001	30 @ 7.96MHz	1.700000e+000	±5%	Ferrite	0.26000												
L	3.135000e-005	3.300000e-005	3.465000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16477-1-ND	NLV25T-330J-EFD	TDK Corporation	1.100000e-001	25 @ 2.52MHz	7.100000e+000	±5%	Ferrite	0.26000												
L	3.705000e-005	3.900000e-005	4.095000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16479-1-ND	NLV25T-390J-EFD	TDK Corporation	9.000000e-002	20 @ 2.52MHz	9.500000e+000	±5%	Ferrite	0.26000												
L	3.135000e-006	3.300000e-006	3.465000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16481-1-ND	NLV25T-3R3J-EFD	TDK Corporation	1.850000e-001	30 @ 7.96MHz	1.900000e+000	±5%	Ferrite	0.26000												
L	3.705000e-006	3.900000e-006	4.095000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16483-1-ND	NLV25T-3R9J-EFD	TDK Corporation	1.800000e-001	30 @ 7.96MHz	2.100000e+000	±5%	Ferrite	0.26000												
L	4.465000e-005	4.700000e-005	4.935000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16485-1-ND	NLV25T-470J-EFD	TDK Corporation	8.000000e-002	20 @ 2.52MHz	1.110000e+001	±5%	Ferrite	0.26000												
L	4.465000e-006	4.700000e-006	4.935000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16487-1-ND	NLV25T-4R7J-EFD	TDK Corporation	1.750000e-001	30 @ 7.96MHz	2.300000e+000	±5%	Ferrite	0.26000												
L	5.320000e-005	5.600000e-005	5.880000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16489-1-ND	NLV25T-560J-EFD	TDK Corporation	7.500000e-002	20 @ 2.52MHz	1.210000e+001	±5%	Ferrite	0.26000												
L	5.320000e-006	5.600000e-006	5.880000e-006	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16491-1-ND	NLV25T-5R6J-EFD	TDK Corporation	1.700000e-001	25 @ 7.96MHz	2.500000e+000	±5%	Ferrite	0.26000												
L	6.460000e-005	6.800000e-005	7.140000e-005	-5.000000e-002	5.000000e-002	2	1008 (2520 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_standard_nlv-d_en.pdf	445-16493-1-ND	NLV25T-680J-EFD	TDK Corporation	7.000000e-002	20 @ 2.52MHz	1.660000e+001	±5%	Ferrite	0.26000												
