Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Current (A)	Q	DC Resistance (ohm)	Tolerance	Core Material	Price												
L	5.320000e-007	5.600000e-007	5.880000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf.pdf	445-9516-1-ND	MLF1005VR56JT000	TDK Corporation	1.200000e-001	15 @ 25MHz	1.950000e+000	±5%	Ferrite	0.22000												
L	9.000000e-007	1.000000e-006	1.100000e-006	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6202-1-ND	MLF1005L1R0K	TDK Corporation	3.500000e-002	25 @ 10MHz	6.400000e-001	±10%	Ferrite	0.22000												
L	3.705000e-007	3.900000e-007	4.095000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf.pdf	445-9514-1-ND	MLF1005VR39JT000	TDK Corporation	1.300000e-001	15 @ 25MHz	1.350000e+000	±5%	Ferrite	0.22000												
L	4.465000e-007	4.700000e-007	4.935000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf.pdf	445-9515-1-ND	MLF1005VR47JT000	TDK Corporation	1.200000e-001	15 @ 25MHz	1.500000e+000	±5%	Ferrite	0.22000												
L	3.760000e-007	4.700000e-007	5.640000e-007	-2.000000e-001	2.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6382-1-ND	MLZ1005MR47WT000	TDK Corporation	5.000000e-001	-	2.000000e-001	±20%	Ferrite	0.22000												
L	4.230000e-007	4.700000e-007	5.170000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3510-1-ND	MLF1005AR47KT	TDK Corporation	1.000000e-002	25 @ 10MHz	6.500000e-001	±10%	Ferrite	0.36000												
L	3.420000e-007	3.600000e-007	3.780000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6325-1-ND	MLG1005SR36JT000	TDK Corporation	5.000000e-002	-	7.500000e+000	±5%	Ceramic	0.08000												
L	2.280000e-007	2.400000e-007	2.520000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6323-1-ND	MLG1005SR24JT000	TDK Corporation	1.000000e-001	-	4.800000e+000	±5%	Ceramic	0.08000												
L	1.000000e-009	1.300000e-009	1.600000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3038-1-ND	MLG1005S1N3ST000	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.3nH	Ceramic	0.08000												
L	2.100000e-009	2.400000e-009	2.700000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3044-1-ND	MLG1005S2N4ST000	TDK Corporation	8.000000e-001	-	1.500000e-001	±0.3nH	Ceramic	0.08000												
L	2.850000e-007	3.000000e-007	3.150000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6324-1-ND	MLG1005SR30JT000	TDK Corporation	5.000000e-002	-	6.500000e+000	±5%	Ceramic	0.08000												
L	1.700000e-009	2.000000e-009	2.300000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6355-1-ND	MLK1005S2N0ST000	TDK Corporation	5.000000e-001	6 @ 100MHz	1.800000e-001	±0.3nH	Ceramic	0.08000												
L	1.300000e-009	1.600000e-009	1.900000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3040-1-ND	MLG1005S1N6ST000	TDK Corporation	1.000000e+000	-	1.200000e-001	±0.3nH	Ceramic	0.08000												
L	5.320000e-008	5.600000e-008	5.880000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-3068-1-ND	MLG1005S56NJT000	TDK Corporation	2.000000e-001	-	1.300000e+000	±5%	Ceramic	0.08000												
L	8.645000e-008	9.100000e-008	9.555000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6318-1-ND	MLG1005S91NJT000	TDK Corporation	2.000000e-001	-	1.800000e+000	±5%	Ceramic	0.08000												
L	1.235000e-007	1.300000e-007	1.365000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlg.pdf	445-6320-1-ND	MLG1005SR13JT000	TDK Corporation	1.500000e-001	-	2.500000e+000	±5%	Ceramic	0.08000												
L	8.000000e-010	1.100000e-009	1.400000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-6352-1-ND	MLK1005S1N1ST000	TDK Corporation	5.000000e-001	5 @ 100MHz	1.200000e-001	±0.3nH	Ceramic	0.08000												
L	7.380000e-007	8.200000e-007	9.020000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3513-1-ND	MLF1005AR82KT	TDK Corporation	1.000000e-002	25 @ 10MHz	9.000000e-001	±10%	Ferrite	0.20000												
L	6.120000e-007	6.800000e-007	7.480000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3512-1-ND	MLF1005AR68K	TDK Corporation	1.000000e-002	25 @ 10MHz	8.000000e-001	±10%	Ferrite	0.20000												
L	5.040000e-007	5.600000e-007	6.160000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6216-1-ND	MLF1005LR56K	TDK Corporation	4.500000e-002	25 @ 10MHz	4.700000e-001	±10%	Ferrite	0.22000												
L	1.080000e-006	1.200000e-006	1.320000e-006	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6203-1-ND	MLF1005L1R2K	TDK Corporation	3.500000e-002	25 @ 10MHz	7.900000e-001	±10%	Ferrite	0.22000												
L	1.350000e-006	1.500000e-006	1.650000e-006	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6204-1-ND	MLF1005L1R5K	TDK Corporation	3.000000e-002	25 @ 10MHz	9.500000e-001	±10%	Ferrite	0.22000												
L	1.620000e-006	1.800000e-006	1.980000e-006	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6205-1-ND	MLF1005L1R8K	TDK Corporation	2.000000e-002	25 @ 10MHz	1.050000e+000	±10%	Ferrite	0.22000												
L	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6207-1-ND	MLF1005LR10K	TDK Corporation	1.500000e-001	10 @ 25MHz	5.100000e-001	±10%	Ferrite	0.22000												
L	1.620000e-007	1.800000e-007	1.980000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6210-1-ND	MLF1005LR18K	TDK Corporation	1.200000e-001	10 @ 25MHz	7.600000e-001	±10%	Ferrite	0.22000												
L	1.980000e-007	2.200000e-007	2.420000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6211-1-ND	MLF1005LR22K	TDK Corporation	1.100000e-001	10 @ 25MHz	7.900000e-001	±10%	Ferrite	0.22000												
L	2.430000e-007	2.700000e-007	2.970000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6212-1-ND	MLF1005LR27K	TDK Corporation	1.000000e-001	10 @ 25MHz	9.100000e-001	±10%	Ferrite	0.22000												
L	3.510000e-007	3.900000e-007	4.290000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6214-1-ND	MLF1005LR39K	TDK Corporation	5.000000e-002	25 @ 10MHz	4.100000e-001	±10%	Ferrite	0.22000												
L	6.120000e-007	6.800000e-007	7.480000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6217-1-ND	MLF1005LR68K	TDK Corporation	4.000000e-002	25 @ 10MHz	5.500000e-001	±10%	Ferrite	0.22000												
L	5.440000e-007	6.800000e-007	8.160000e-007	-2.000000e-001	2.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6383-1-ND	MLZ1005MR68WT000	TDK Corporation	4.500000e-001	-	3.000000e-001	±20%	Ferrite	0.22000												
L	1.200000e-006	1.500000e-006	1.800000e-006	-2.000000e-001	2.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e533_mlz.pdf	445-6380-1-ND	MLZ1005M1R5WT000	TDK Corporation	3.500000e-001	-	5.000000e-001	±20%	Ferrite	0.22000												
L	1.980000e-006	2.200000e-006	2.420000e-006	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3518-1-ND	MLF1005A2R2KT	TDK Corporation	1.000000e-002	25 @ 10MHz	1.800000e+000	±10%	Ferrite	0.36000												
L	9.000000e-007	1.000000e-006	1.100000e-006	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3514-1-ND	MLF1005A1R0KT	TDK Corporation	1.000000e-002	25 @ 10MHz	1.000000e+000	±10%	Ferrite	0.36000												
L	1.980000e-007	2.200000e-007	2.420000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3506-1-ND	MLF1005DR22KT	TDK Corporation	2.500000e-002	10 @ 25MHz	1.100000e+000	±10%	Ferrite	0.36000												
L	1.350000e-006	1.500000e-006	1.650000e-006	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3516-1-ND	MLF1005A1R5K	TDK Corporation	1.000000e-002	25 @ 10MHz	1.300000e+000	±10%	Ferrite	0.36000												
L	1.620000e-006	1.800000e-006	1.980000e-006	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3517-1-ND	MLF1005A1R8KT	TDK Corporation	1.000000e-002	25 @ 10MHz	1.550000e+000	±10%	Ferrite	0.36000												
L	1.350000e-007	1.500000e-007	1.650000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6209-1-ND	MLF1005LR15K	TDK Corporation	1.300000e-001	10 @ 25MHz	6.300000e-001	±10%	Ferrite	0.22000												
L	2.970000e-007	3.300000e-007	3.630000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e511_mlf_02.pdf	445-6213-1-ND	MLF1005LR33K	TDK Corporation	9.000000e-002	10 @ 25MHz	1.050000e+000	±10%	Ferrite	0.22000												
L	5.040000e-007	5.600000e-007	6.160000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3511-1-ND	MLF1005AR56KT	TDK Corporation	1.000000e-002	25 @ 10MHz	7.000000e-001	±10%	Ferrite	0.36000												
L	2.970000e-007	3.300000e-007	3.630000e-007	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3508-1-ND	MLF1005DR33KT	TDK Corporation	2.500000e-002	10 @ 25MHz	1.500000e+000	±10%	Ferrite	0.36000												
L	1.080000e-006	1.200000e-006	1.320000e-006	-1.000000e-001	1.000000e-001	2	0402 (1005 Metric)	http://media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/MLF_Series.pdf	445-3515-1-ND	MLF1005A1R2KT	TDK Corporation	1.000000e-002	25 @ 10MHz	1.100000e+000	±10%	Ferrite	0.36000												
L	5.300000e-009	5.600000e-009	5.900000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-8651-1-ND	MLK1005S5N6ST000	TDK Corporation	4.000000e-001	7 @ 100MHz	3.000000e-001	±0.3nH	Ceramic	0.08000												
L	6.460000e-009	6.800000e-009	7.140000e-009	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-8653-1-ND	MLK1005S6N8JT000	TDK Corporation	4.000000e-001	7 @ 100MHz	3.500000e-001	±5%	Ceramic	0.08000												
L	1.425000e-007	1.500000e-007	1.575000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-9486-1-ND	MLK1005SR15JT000	TDK Corporation	8.000000e-002	6 @ 100MHz	5.000000e+000	±5%	Ceramic	0.08000												
L	1.140000e-007	1.200000e-007	1.260000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-9484-1-ND	MLK1005SR12JT000	TDK Corporation	1.000000e-001	6 @ 100MHz	3.000000e+000	±5%	Ceramic	0.08000												
L	3.135000e-007	3.300000e-007	3.465000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://www.tdk.co.jp/tefe02/e521_mlk.pdf	445-9494-1-ND	MLK1005SR33JT000	TDK Corporation	7.000000e-002	6 @ 100MHz	8.000000e+000	±5%	Ceramic	0.08000												
L	2.000000e-010	3.000000e-010	4.000000e-010	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16231-1-ND	MLG1005S0N3BT000	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	4.000000e-010	5.000000e-010	6.000000e-010	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16235-1-ND	MLG1005S0N5BT000	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	5.000000e-010	6.000000e-010	7.000000e-010	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16237-1-ND	MLG1005S0N6BT000	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	6.000000e-010	7.000000e-010	8.000000e-010	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16239-1-ND	MLG1005S0N7BT000	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	7.000000e-010	8.000000e-010	9.000000e-010	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16241-1-ND	MLG1005S0N8BT000	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16252-1-ND	MLG1005S1N0BT000	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	1.400000e-009	1.500000e-009	1.600000e-009	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16264-1-ND	MLG1005S1N5BT000	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	1.700000e-009	1.800000e-009	1.900000e-009	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16270-1-ND	MLG1005S1N8BT000	TDK Corporation	9.000000e-001	-	1.500000e-001	±0.1nH	Non-Magnetic	0.08000												
L	2.100000e-009	2.200000e-009	2.300000e-009	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16280-1-ND	MLG1005S2N2BT000	TDK Corporation	9.000000e-001	-	1.500000e-001	±0.1nH	Non-Magnetic	0.08000												
L	2.300000e-009	2.400000e-009	2.500000e-009	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16283-1-ND	MLG1005S2N4BT000	TDK Corporation	8.000000e-001	-	1.500000e-001	±0.1nH	Non-Magnetic	0.08000												
L	2.600000e-009	2.700000e-009	2.800000e-009	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16286-1-ND	MLG1005S2N7BT000	TDK Corporation	8.000000e-001	-	1.500000e-001	±0.1nH	Non-Magnetic	0.08000												
L	2.900000e-009	3.000000e-009	3.100000e-009	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16293-1-ND	MLG1005S3N0BT000	TDK Corporation	8.000000e-001	-	2.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	3.200000e-009	3.300000e-009	3.400000e-009	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16296-1-ND	MLG1005S3N3BT000	TDK Corporation	8.000000e-001	-	2.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	3.500000e-009	3.600000e-009	3.700000e-009	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_commercial_high-frequency_mlg_en.pdf	445-16299-1-ND	MLG1005S3N6BT000	TDK Corporation	7.000000e-001	-	2.000000e-001	±0.1nH	Non-Magnetic	0.08000												
L	9.500000e-009	1.000000e-008	1.050000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16245-1-ND	MLG1005S10NJTD25	TDK Corporation	5.000000e-001	-	3.500000e-001	±5%	Non-Magnetic	0.08000												
L	1.710000e-008	1.800000e-008	1.890000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16251-1-ND	MLG1005S18NJTD25	TDK Corporation	3.500000e-001	-	6.000000e-001	±5%	Non-Magnetic	0.08000												
L	7.000000e-010	1.000000e-009	1.300000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16254-1-ND	MLG1005S1N0STD25	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.3nH	Non-Magnetic	0.08000												
L	9.000000e-010	1.200000e-009	1.500000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16260-1-ND	MLG1005S1N2STD25	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.3nH	Non-Magnetic	0.08000												
L	1.200000e-009	1.500000e-009	1.800000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16266-1-ND	MLG1005S1N5STD25	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.3nH	Non-Magnetic	0.08000												
L	1.500000e-009	1.800000e-009	2.100000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16272-1-ND	MLG1005S1N8STD25	TDK Corporation	9.000000e-001	-	1.500000e-001	±0.3nH	Non-Magnetic	0.08000												
L	1.900000e-008	2.000000e-008	2.100000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16273-1-ND	MLG1005S20NJTD25	TDK Corporation	3.500000e-001	-	6.000000e-001	±5%	Non-Magnetic	0.08000												
L	2.090000e-008	2.200000e-008	2.310000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16274-1-ND	MLG1005S22NJTD25	TDK Corporation	3.500000e-001	-	7.000000e-001	±5%	Non-Magnetic	0.08000												
L	1.900000e-009	2.200000e-009	2.500000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16282-1-ND	MLG1005S2N2STD25	TDK Corporation	9.000000e-001	-	1.500000e-001	±0.3nH	Non-Magnetic	0.08000												
L	2.100000e-009	2.400000e-009	2.700000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16285-1-ND	MLG1005S2N4STD25	TDK Corporation	8.000000e-001	-	1.500000e-001	±0.3nH	Non-Magnetic	0.08000												
L	3.135000e-008	3.300000e-008	3.465000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16290-1-ND	MLG1005S33NJTD25	TDK Corporation	3.000000e-001	-	9.000000e-001	±5%	Non-Magnetic	0.08000												
L	3.705000e-008	3.900000e-008	4.095000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16292-1-ND	MLG1005S39NJTD25	TDK Corporation	2.500000e-001	-	1.000000e+000	±5%	Non-Magnetic	0.08000												
L	4.085000e-008	4.300000e-008	4.515000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16305-1-ND	MLG1005S43NJTD25	TDK Corporation	2.500000e-001	-	1.100000e+000	±5%	Non-Magnetic	0.08000												
L	4.465000e-008	4.700000e-008	4.935000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16306-1-ND	MLG1005S47NJTD25	TDK Corporation	2.500000e-001	-	1.200000e+000	±5%	Non-Magnetic	0.08000												
L	4.400000e-009	4.700000e-009	5.000000e-009	-3.000000e-010	3.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16308-1-ND	MLG1005S4N7STD25	TDK Corporation	7.000000e-001	-	2.500000e-001	±0.3nH	Non-Magnetic	0.08000												
L	5.320000e-008	5.600000e-008	5.880000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16310-1-ND	MLG1005S56NJTD25	TDK Corporation	2.000000e-001	-	1.300000e+000	±5%	Non-Magnetic	0.08000												
L	6.460000e-008	6.800000e-008	7.140000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16314-1-ND	MLG1005S68NJTD25	TDK Corporation	2.000000e-001	-	1.500000e+000	±5%	Non-Magnetic	0.08000												
L	7.790000e-008	8.200000e-008	8.610000e-008	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16319-1-ND	MLG1005S82NJTD25	TDK Corporation	2.000000e-001	-	1.600000e+000	±5%	Non-Magnetic	0.08000												
L	9.500000e-008	1.000000e-007	1.050000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16323-1-ND	MLG1005SR10JTD25	TDK Corporation	2.000000e-001	-	2.000000e+000	±5%	Non-Magnetic	0.08000												
L	1.045000e-007	1.100000e-007	1.155000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16324-1-ND	MLG1005SR11JTD25	TDK Corporation	1.500000e-001	-	2.200000e+000	±5%	Non-Magnetic	0.08000												
L	1.710000e-007	1.800000e-007	1.890000e-007	-5.000000e-002	5.000000e-002	2	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16329-1-ND	MLG1005SR18JTD25	TDK Corporation	1.500000e-001	-	3.800000e+000	±5%	Non-Magnetic	0.08000												
L	-4.996100e-004	3.900000e-007	5.003900e-004	-5.000000e-004	5.000000e-004	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16337-1-ND	MLG1005SR39JTD25	TDK Corporation	5.000000e-002	-	8.000000e+000	±500µV	Non-Magnetic	0.08000												
L	6.000000e-010	7.000000e-010	8.000000e-010	-1.000000e-010	1.000000e-010	0	0402 (1005 Metric)	http://product.tdk.com/inductor/ind/en/documents/inductor_automotive_high-frequency_mlg_en.pdf	445-16240-1-ND	MLG1005S0N7BTD25	TDK Corporation	1.000000e+000	-	1.000000e-001	±0.1nH	Non-Magnetic	0.08000												
