"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Capacitance","Voltage - Rated","Tolerance","Temperature Coefficient","Mounting Type","Operating Temperature","Applications","Ratings","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Features"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B103KP3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1152-1-ND","CL03B103KP3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 10000PF 10V 10% X7R 0201",63802,0,"0.10000",1,1,"Cut Tape (CT)","CL","10000pF","10V","±10ppb","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C030CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1366-1-ND","CL03C030CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3PF 25V NP0 0201",40000,0,"0.10000",1,1,"Cut Tape (CT)","CL","3.0pF","25V","±0.25","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C2R2CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1404-1-ND","CL03C2R2CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 2.2PF 25V NP0 0201",48725,0,"0.10000",1,1,"Cut Tape (CT)","CL","2.2pF","25V","±0.25°","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C120JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1387-1-ND","CL03C120JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 12PF 25V 5% NP0 0201",20000,0,"0.10000",1,1,"Cut Tape (CT)","CL","12pF","25V","±5‰","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C120JA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1388-1-ND","CL03C120JA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 12PF 25V 5% NP0 0201",28750,0,"0.10000",1,1,"Cut Tape (CT)","CL","12pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C330JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1409-1-ND","CL03C330JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 33PF 25V 5% NP0 0201",25645,0,"0.10000",1,1,"Cut Tape (CT)","CL","33pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B151KO3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1345-1-ND","CL03B151KO3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 150PF 16V 10% X7R 0201",20000,0,"0.10000",1,1,"Cut Tape (CT)","CL","150pF","16V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B331KA3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1351-1-ND","CL03B331KA3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 330PF 25V 10% X7R 0201",20000,0,"0.10000",1,1,"Cut Tape (CT)","CL","330pF","25V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B472KP3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1355-1-ND","CL03B472KP3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 4700PF 10V 10% X7R 0201",29900,0,"0.10000",1,1,"Cut Tape (CT)","CL","4700pF","10V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B682KP3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1358-1-ND","CL03B682KP3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 6800PF 10V 10% X7R 0201",20000,0,"0.10000",1,1,"Cut Tape (CT)","CL","6800pF","10V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R8CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1400-1-ND","CL03C1R8CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 1.8PF 25V NP0 0201",29400,0,"0.10000",1,1,"Cut Tape (CT)","CL","1.8pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C3R6CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1414-1-ND","CL03C3R6CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3.6PF 25V NP0 0201",20000,0,"0.10000",1,1,"Cut Tape (CT)","CL","3.6pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C3R9CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1417-1-ND","CL03C3R9CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3.9PF 25V NP0 0201",29500,0,"0.10000",1,1,"Cut Tape (CT)","CL","3.9pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R3BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1375-1-ND","CL03C0R3BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 0.3PF 25V NP0 0201",39950,0,"0.10000",1,1,"Cut Tape (CT)","CL","0.30pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R3BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1394-1-ND","CL03C1R3BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 1.3PF 25V NP0 0201",20000,0,"0.10000",1,1,"Cut Tape (CT)","CL","1.3pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R6BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1397-1-ND","CL03C1R6BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 1.6PF 25V NP0 0201",20000,0,"0.10000",1,1,"Cut Tape (CT)","CL","1.6pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C5R1BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1424-1-ND","CL03C5R1BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 5.1PF 25V NP0 0201",29500,0,"0.10000",1,1,"Cut Tape (CT)","CL","5.1pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R2BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1392-1-ND","CL03C1R2BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 1.2PF 25V NP0 0201",20000,0,"0.41000",1,1,"Cut Tape (CT)","CL","1.2pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C6R8BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1430-1-ND","CL03C6R8BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 6.8PF 25V NP0 0201",20000,0,"0.41000",1,1,"Cut Tape (CT)","CL","6.8pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C8R2BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1435-1-ND","CL03C8R2BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 8.2PF 25V NP0 0201",20000,0,"0.41000",1,1,"Cut Tape (CT)","CL","8.2pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C0R5BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1377-1-ND","CL03C0R5BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 0.5PF 25V NP0 0201",20000,0,"0.48000",1,1,"Cut Tape (CT)","CL","0.50pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R5BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1395-1-ND","CL03C1R5BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 1.5PF 25V NP0 0201",20000,0,"0.48000",1,1,"Cut Tape (CT)","CL","1.5pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C2R2BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1403-1-ND","CL03C2R2BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 2.2PF 25V NP0 0201",20000,0,"0.48000",1,1,"Cut Tape (CT)","CL","2.2pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C3R3BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1411-1-ND","CL03C3R3BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3.3PF 25V NP0 0201",20000,0,"0.48000",1,1,"Cut Tape (CT)","CL","3.3pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C3R9BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1416-1-ND","CL03C3R9BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3.9PF 25V NP0 0201",20000,0,"0.48000",1,1,"Cut Tape (CT)","CL","3.9pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C9R1CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1438-1-ND","CL03C9R1CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 9.1PF 25V NP0 0201",29900,0,"0.10000",1,1,"Cut Tape (CT)","CL","9.1pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B103KQ3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1344-1-ND","CL03B103KQ3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 10000PF 6.3V X7R 0201",28740,0,"0.10000",1,1,"Cut Tape (CT)","CL","10000pF","6.3V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B271KO3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1350-1-ND","CL03B271KO3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 270PF 16V 10% X7R 0201",27700,0,"0.10000",1,1,"Cut Tape (CT)","CL","270pF","16V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C390JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1410-1-ND","CL03C390JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 39PF 25V 5% NP0 0201",19990,0,"0.10000",1,1,"Cut Tape (CT)","CL","39pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C060DA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1370-1-ND","CL03C060DA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 6PF 25V NP0 0201",19975,0,"0.10000",1,1,"Cut Tape (CT)","CL","6.0pF","25V","±0.5pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C9R1BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1437-1-ND","CL03C9R1BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 9.1PF 25V NP0 0201",19950,0,"0.10000",1,1,"Cut Tape (CT)","CL","9.1pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C3R3CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1412-1-ND","CL03C3R3CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3.3PF 25V NP0 0201",19925,0,"0.10000",1,1,"Cut Tape (CT)","CL","3.3pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C4R7CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1422-1-ND","CL03C4R7CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 4.7PF 25V NP0 0201",19925,0,"0.10000",1,1,"Cut Tape (CT)","CL","4.7pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C030CB3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1367-1-ND","CL03C030CB3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 3PF 50V NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","3.0pF","50V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C130JA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1389-1-ND","CL03C130JA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 13PF 25V 5% NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","13pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C4R3CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1420-1-ND","CL03C4R3CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 4.3PF 25V NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","4.3pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C7R5CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1433-1-ND","CL03C7R5CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 7.5PF 25V NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","7.5pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C820JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1434-1-ND","CL03C820JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 82PF 25V 5% NP0 0201",19900,0,"0.10000",1,1,"Cut Tape (CT)","CL","82pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C6R2BA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1429-1-ND","CL03C6R2BA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 6.2PF 25V NP0 0201",19850,0,"0.10000",1,1,"Cut Tape (CT)","CL","6.2pF","25V","±0.1pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B682KQ3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1359-1-ND","CL03B682KQ3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 6800PF 6.3V 10% X7R 0201",19800,0,"0.10000",1,1,"Cut Tape (CT)","CL","6800pF","6.3V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C1R2CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1393-1-ND","CL03C1R2CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 1.2PF 25V NP0 0201",19798,0,"0.10000",1,1,"Cut Tape (CT)","CL","1.2pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03B821KO3NNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1360-1-ND","CL03B821KO3NNNC","Samsung Electro-Mechanics America, Inc","CAP CER 820PF 16V 10% X7R 0201",19755,0,"0.10000",1,1,"Cut Tape (CT)","CL","820pF","16V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C020CA3GNNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1364-1-ND","CL03C020CA3GNNC","Samsung Electro-Mechanics America, Inc","CAP CER 2PF 25V NP0 0201",19750,0,"0.10000",1,1,"Cut Tape (CT)","CL","2.0pF","25V","±0.25pF","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL03C560JA3ANNC.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%200201(0603%20Metric).jpg","1276-1423-1-ND","CL03C560JA3ANNC","Samsung Electro-Mechanics America, Inc","CAP CER 56PF 25V 5% NP0 0201",19750,0,"0.10000",1,1,"Cut Tape (CT)","CL","56pF","25V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
