"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Capacitance","Voltage - Rated","Tolerance","Temperature Coefficient","Mounting Type","Operating Temperature","Applications","Ratings","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Features"
"http://www.johansondielectrics.com/images/stories/surface-mount/safety-certified/JDI_Safety-Caps_2013-21.pdf","http://media.digikey.com/Photos/Johanson%20Dielect%20Photos/502R29N100KV3E-%60%60%60%60-SC.jpg","709-1256-1-ND","302R29N680JV3E-****-SC","Johanson Dielectrics Inc","CAP CER 68PF 3KV 5% NP0 1808",1950,0,"0.73000",1,1,"Cut Tape (CT)","SC","68pF","250VAC","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","Safety","X2Y3","1808 (4520 Metric)","0.189"" L x 0.080"" W (4.80mm x 2.03mm)","-","0.085"" (2.16mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0805%20(2012)%20TDK.jpg","445-9190-1-ND","CGJ4J3X7R2D103K125AA","TDK Corporation","CAP CER 10000PF 200V X7R 0805",1829,0,"0.84000",1,1,"Cut Tape (CT)","CGJ","10000pF","200V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0805 (2012 Metric)","0.080"" L x 0.050"" W (2.03mm x 1.27mm)","-","0.057"" (1.45mm)","-","-"
"http://psearch.murata.com/capacitor/product/GA343QR7GD182KW01%23.pdf","http://media.digikey.com/photos/Murata%20Photos/1812%20Murata%20MLCC%20Caps.jpg","490-3491-1-ND","GA343QR7GD182KW01L","Murata Electronics North America","CAP CER 1800PF 250VAC X7R 1812",1628,0,"0.86000",1,1,"Cut Tape (CT)","GA3","1800pF","250VAC","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","Safety","Y3","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.059"" (1.50mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/CGJ%20Series%201206%20(3216%20Metric).jpg","445-9214-1-ND","CGJ5L3X7S2A155K160AA","TDK Corporation","CAP CER 1.5UF 100V 10% X7S 1206",1560,0,"0.86000",1,1,"Cut Tape (CT)","CGJ","1.5µF","100V","±10%","X7S","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.063"" (1.60mm)","-","-"
"http://psearch.murata.com/capacitor/product/GA342QR7GD151KW01%23.pdf","http://media.digikey.com/Renders/Murata%20Renders/GA3%20Series%201808(4520%20Metric)%2015.jpg","490-3484-1-ND","GA342QR7GD151KW01L","Murata Electronics North America","CAP CER 150PF 250VAC X7R 1808",3420,0,"0.88000",1,1,"Cut Tape (CT)","GA3","150pF","250VAC","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","Safety","Y3","1808 (4520 Metric)","0.177"" L x 0.079"" W (4.50mm x 2.00mm)","-","0.059"" (1.50mm)","-","-"
"http://www.kemet.com/kemet/web/homepage/kechome.nsf/weben/8F283FAC16AE2045852570BB007C3D9F/$file/KEM_C1026_C0G_COTS_SMD.pdf","http://media.digikey.com/Renders/Kemet%20Renders/Kemet%200603.jpg","399-6300-1-ND","C0603T101J5GCLTU","Kemet","CAP CER 100PF 50V 5% NP0 0603",1078,0,"0.97000",1,1,"Cut Tape (CT)","-","100pF","50V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","COTS","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/CGJ%20Series%201206%20(3216%20Metric).jpg","445-9264-1-ND","CGJ5F4C0G2H471J085AA","TDK Corporation","CAP CER 470PF 500V 5% NP0 1206",3445,0,"1.38000",1,1,"Cut Tape (CT)","CGJ","470pF","500V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.037"" (0.95mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6M.JPG","445-9216-1-ND","CGJ6M3X7R2D104K200AA","TDK Corporation","CAP CER 0.1UF 200V 10% X7R 1210",1975,0,"1.58000",1,1,"Cut Tape (CT)","CGJ","0.1µF","200V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.079"" (2.00mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6M.JPG","445-9210-1-ND","CGJ6M2X7R2A334K200AA","TDK Corporation","CAP CER 0.33UF 100V 10% X7R 1210",1995,0,"1.70000",1,1,"Cut Tape (CT)","CGJ","0.33µF","100V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.079"" (2.00mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6M.JPG","445-9276-1-ND","CGJ6M3X7R2D154K200AA","TDK Corporation","CAP CER 0.15UF 200V 10% X7R 1210",1971,0,"1.94000",1,1,"Cut Tape (CT)","CGJ","0.15µF","200V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.079"" (2.00mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_general_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6N3X7S1H475K230AB.JPG","445-13387-1-ND","CGJ6N3X7S1H475K230AB","TDK Corporation","CAP CER 4.7UF 50V 10%X7S 1210",1910,0,"2.00000",1,1,"Cut Tape (CT)","CGJ","4.7µF","50V","±10%","X7S","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","*","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_general_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6P3X7S1H.JPG","445-13389-1-ND","CGJ6P3X7S1H685K250AB","TDK Corporation","CAP CER 6.8UF 50V 10% X7S 1210",1970,0,"2.05000",1,1,"Cut Tape (CT)","CGJ","6.8µF","50V","±10%","X7S","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","*","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_general_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6P3X7S1H.JPG","445-13388-1-ND","CGJ6P3X7S1H106K250AB","TDK Corporation","CAP CER 10UF 50V 10% X7S 1210",1053,0,"2.05000",1,1,"Cut Tape (CT)","CGJ","10µF","50V","±10%","X7S","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","*","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6M.JPG","445-9211-1-ND","CGJ6M2X7R2A105K200AA","TDK Corporation","CAP CER 1UF 100V 10% X7R 1210",1633,0,"2.06000",1,1,"Cut Tape (CT)","CGJ","1.0µF","100V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.079"" (2.00mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6M.JPG","445-9268-1-ND","CGJ6M3X7R2D224K200AA","TDK Corporation","CAP CER 0.22UF 200V 10% X7R 1210",1425,0,"2.08000",1,1,"Cut Tape (CT)","CGJ","0.22µF","200V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.079"" (2.00mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6M.JPG","445-9270-1-ND","CGJ6M3X7T2D334K200AA","TDK Corporation","CAP CER 0.33UF 200V 10% X7T 1210",1392,0,"2.17000",1,1,"Cut Tape (CT)","CGJ","0.33µF","200V","±10%","X7T","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.079"" (2.00mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6M.JPG","445-9279-1-ND","CGJ6M4X7R2H473K200AA","TDK Corporation","CAP CER 0.047UF 500V X7R 1210",1998,0,"2.56000",1,1,"Cut Tape (CT)","CGJ","0.047µF","500V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.079"" (2.00mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/photos/TDK%20Photos/CGJ6M.JPG","445-9259-1-ND","CGJ6M3X7S2A335K200AA","TDK Corporation","CAP CER 3.3UF 100V 10% X7S 1210",1850,0,"2.56000",1,1,"Cut Tape (CT)","CGJ","3.3µF","100V","±10%","X7S","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1210 (3225 Metric)","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","-","0.079"" (2.00mm)","-","-"
"http://psearch.murata.com/capacitor/product/GA355ER7GB333KW01%23.pdf","http://media.digikey.com/photos/Murata%20Photos/2220%20Murata%20MLCC%20Caps.jpg","490-5919-1-ND","GA355ER7GB333KW01L","Murata Electronics North America","CAP CER 0.033UF 250VAC X7R 2220",1336,0,"2.86000",1,1,"Cut Tape (CT)","GA3","0.033µF","250VAC","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","Safety","X2","2220 (5750 Metric)","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","-","0.059"" (1.50mm)","-","-"
"http://psearch.murata.com/capacitor/product/GA355XR7GB333KY06%23.pdf","http://media.digikey.com/photos/Murata%20Photos/2211%20Murata%20MLCC%20Caps.jpg","490-4238-1-ND","GA355XR7GB333KY06L","Murata Electronics North America","CAP CER 0.033UF 250VAC X7R 2220",448,0,"4.93000",1,1,"Cut Tape (CT)","GA3","0.033µF","250VAC","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","Safety","X2","2220 (5750 Metric)","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","-","0.118"" (3.00mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_general_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0603%20(1608%20Metric).jpg","445-8132-1-ND","CGJ3E2X7R1C223K080AA","TDK Corporation","CAP CER 0.022UF 16V 10% X7R 0603",5112,0,"0.19000",1,1,"Cut Tape (CT)","CGJ","0.022µF","16V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_general_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0603%20(1608%20Metric).jpg","445-8118-1-ND","CGJ3E2X7R1H223K080AA","TDK Corporation","CAP CER 0.022UF 50V 10% X7R 0603",9460,0,"0.19000",1,1,"Cut Tape (CT)","CGJ","0.022µF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_general_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0603%20(1608%20Metric).jpg","445-8119-1-ND","CGJ3E2X7R1H333K080AA","TDK Corporation","CAP CER 0.033UF 50V 10% X7R 0603",6298,0,"0.20000",1,1,"Cut Tape (CT)","CGJ","0.033µF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_general_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0603%20(1608%20Metric).jpg","445-8121-1-ND","CGJ3E2X7R1H683K080AA","TDK Corporation","CAP CER 0.068UF 50V 10% X7R 0603",6130,0,"0.22000",1,1,"Cut Tape (CT)","CGJ","0.068µF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_general_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0603%20(1608%20Metric).jpg","445-8096-1-ND","CGJ3E2C0G1H271J080AA","TDK Corporation","CAP CER 270PF 50V 5% NP0 0603",9799,0,"0.23000",1,1,"Cut Tape (CT)","CGJ","270pF","50V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.034"" (0.87mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0603%20(1608%20Metric).jpg","445-9138-1-ND","CGJ3E2X7R2A152K080AA","TDK Corporation","CAP CER 1500PF 100V 10% X7R 0603",8000,0,"0.24000",1,1,"Cut Tape (CT)","CGJ","1500pF","100V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.031"" (0.80mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0603%20(1608%20Metric).jpg","445-9140-1-ND","CGJ3E2X7R2A332K080AA","TDK Corporation","CAP CER 3300PF 100V 10% X7R 0603",8000,0,"0.24000",1,1,"Cut Tape (CT)","CGJ","3300pF","100V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.031"" (0.80mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0603%20(1608%20Metric).jpg","445-9136-1-ND","CGJ3E2X7R2A102K080AA","TDK Corporation","CAP CER 1000PF 100V 10% X7R 0603",6450,0,"0.24000",1,1,"Cut Tape (CT)","CGJ","1000pF","100V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.031"" (0.80mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/0603%20(1608%20Metric).jpg","445-9139-1-ND","CGJ3E2X7R2A222K080AA","TDK Corporation","CAP CER 2200PF 100V 10% X7R 0603",7750,0,"0.24000",1,1,"Cut Tape (CT)","CGJ","2200pF","100V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.031"" (0.80mm)","-","-"
"http://www.johansondielectrics.com/images/stories/surface-mount/safety-certified/JDI_Safety-Caps_2013-21.pdf","http://media.digikey.com/Photos/Johanson%20Dielect%20Photos/502R29N100KV3E-%60%60%60%60-SC.jpg","709-1100-1-ND","502S47W472KV3E-****-SC","Johanson Dielectrics Inc","CAP CER 4700PF 5KV 10% X7R 2220",693,0,"2.28000",1,1,"Cut Tape (CT)","SC","4700pF","250VAC","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","Safety","X1Y2","2220 (5750 Metric)","0.225"" L x 0.200"" W (5.72mm x 5.08mm)","-","0.150"" (3.81mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_general_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/X7R-0402.jpg","445-8091-1-ND","CGJ2B2X7R1C223K050BA","TDK Corporation","CAP CER 0.022UF 16V 10% X7R 0402",4270,0,"0.17000",1,1,"Cut Tape (CT)","CGJ","0.022µF","16V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
"http://www.johansondielectrics.com/images/stories/surface-mount/safety-certified/JDI_Safety-Caps_2013-21.pdf","http://media.digikey.com/Photos/Johanson%20Dielect%20Photos/502R29N100KV3E-%60%60%60%60-SC.jpg","709-1254-1-ND","302R29N330JV3E-****-SC","Johanson Dielectrics Inc","CAP CER 33PF 3KV 5% NP0 1808",516,0,"0.55000",1,1,"Cut Tape (CT)","SC","33pF","250VAC","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","Safety","X2Y3","1808 (4520 Metric)","0.189"" L x 0.080"" W (4.80mm x 2.03mm)","-","0.085"" (2.16mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/CGJ%20Series%201206%20(3216%20Metric).jpg","445-9208-1-ND","CGJ5H4X7R2H222K115AA","TDK Corporation","CAP CER 2200PF 500V 10% X7R 1206",981,0,"0.61000",1,1,"Cut Tape (CT)","CGJ","2200pF","500V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.051"" (1.30mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/CGJ%20Series%201206%20(3216%20Metric).jpg","445-9248-1-ND","CGJ5L4X7R2H333K160AA","TDK Corporation","CAP CER 0.033UF 500V X7R 1206",685,0,"0.84000",1,1,"Cut Tape (CT)","CGJ","0.033µF","500V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.063"" (1.60mm)","-","-"
"http://psearch.murata.com/capacitor/product/GA355QR7GF332KW01%23.pdf","http://media.digikey.com/photos/Murata%20Photos/2220%20Murata%20MLCC%20Caps.jpg","490-3481-1-ND","GA355QR7GF332KW01L","Murata Electronics North America","CAP CER 3300PF 250VAC X7R 2220",422,0,"1.12000",1,1,"Cut Tape (CT)","GA3","3300pF","250VAC","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","Safety","X1Y2","2220 (5750 Metric)","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","-","0.059"" (1.50mm)","-","-"
"http://psearch.murata.com/capacitor/product/GA355QR7GB153KW01%23.pdf","http://media.digikey.com/photos/Murata%20Photos/2220%20Murata%20MLCC%20Caps.jpg","490-5917-1-ND","GA355QR7GB153KW01L","Murata Electronics North America","CAP CER 0.015UF 250VAC X7R 2220",728,0,"2.05000",1,1,"Cut Tape (CT)","GA3","0.015µF","250VAC","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","Safety","X2","2220 (5750 Metric)","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","-","0.059"" (1.50mm)","-","-"
"http://product.tdk.com/capacitor/mlcc/en/documents/mlcc_highreliability_midvoltage_en.pdf","http://media.digikey.com/Renders/TDK%20Renders/CGJ%20Series%201206%20(3216%20Metric).jpg","445-9235-1-ND","CGJ5L4C0G2H103J160AA","TDK Corporation","CAP CER 10000PF 500V 5% NP0 1206",830,0,"2.10000",1,1,"Cut Tape (CT)","CGJ","10000pF","500V","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","High Reliability","-","1206 (3216 Metric)","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","-","0.063"" (1.60mm)","-","-"
