"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (USD)","@ qty","Minimum Quantity","Packaging","Series","Capacitance","Voltage - Rated","Tolerance","Temperature Coefficient","Mounting Type","Operating Temperature","Applications","Ratings","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Features"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43B474KBFNNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%20145.jpg","1276-3417-1-ND","CL43B474KBFNNNE","Samsung Electro-Mechanics America, Inc","CAP CER 0.47UF 50V 10% X7R 1812",3370,0,"0.49000",1,1,"Cut Tape (CT)","CL","0.47µF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.057"" (1.45mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43B105KBFNNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%20145.jpg","1276-3359-1-ND","CL43B105KBFNNNE","Samsung Electro-Mechanics America, Inc","CAP CER 1UF 50V 10% X7R 1812",4787,0,"0.52000",1,1,"Cut Tape (CT)","CL","1.0µF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.057"" (1.45mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43B274KCFNNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%20145.jpg","1276-3413-1-ND","CL43B274KCFNNNE","Samsung Electro-Mechanics America, Inc","CAP CER 0.27UF 100V 10% X7R 1812",2000,0,"0.60000",1,1,"Cut Tape (CT)","CL","0.27µF","100V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.057"" (1.45mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43C182JIJNNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%2027.jpg","1276-3424-1-ND","CL43C182JIJNNNF","Samsung Electro-Mechanics America, Inc","CAP CER 1800PF 1KV 5% NP0 1812",3885,0,"0.61000",1,1,"Cut Tape (CT)","CL","1800pF","1000V (1kV)","±5%","C0G, NP0","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.106"" (2.70mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43B334JBFNNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%20145.jpg","1276-3414-1-ND","CL43B334JBFNNNE","Samsung Electro-Mechanics America, Inc","CAP CER 0.33UF 50V 5% X7R 1812",2000,0,"0.69000",1,1,"Cut Tape (CT)","CL","0.33µF","50V","±5%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.057"" (1.45mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43B106KALNNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%2035.jpg","1276-3410-1-ND","CL43B106KALNNNF","Samsung Electro-Mechanics America, Inc","CAP CER 10UF 25V 10% X7R 1812",3949,0,"0.79000",1,1,"Cut Tape (CT)","CL","10µF","25V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.138"" (3.50mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43B104KGINNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%2022.jpg","1276-3408-1-ND","CL43B104KGINNNE","Samsung Electro-Mechanics America, Inc","CAP CER 0.1UF 500V 10% X7R 1812",2000,0,"0.80000",1,1,"Cut Tape (CT)","CL","0.1µF","500V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.087"" (2.20mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43B103KIFNNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%20145.jpg","1276-3405-1-ND","CL43B103KIFNNNE","Samsung Electro-Mechanics America, Inc","CAP CER 10000PF 1KV 10% X7R 1812",2000,0,"0.89000",1,1,"Cut Tape (CT)","CL","10000pF","1000V (1kV)","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.057"" (1.45mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43B223KGFNNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%20145.jpg","1276-3411-1-ND","CL43B223KGFNNNE","Samsung Electro-Mechanics America, Inc","CAP CER 0.022UF 500V X7R 1812",2000,0,"0.89000",1,1,"Cut Tape (CT)","CL","0.022µF","500V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.057"" (1.45mm)","-","-"
"http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL43B224KBFNNNE.pdf","http://media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/CL%20Series%201812(4532%20Metric)%20145.jpg","1276-3412-1-ND","CL43B224KBFNNNE","Samsung Electro-Mechanics America, Inc","CAP CER 0.22UF 50V 10% X7R 1812",1740,0,"0.35000",1,1,"Cut Tape (CT)","CL","0.22µF","50V","±10%","X7R","Surface Mount, MLCC","-55°C ~ 125°C","General Purpose","-","1812 (4532 Metric)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-","0.057"" (1.45mm)","-","-"
